Station,River,Season,Metal,Receptor,ParamSet,Conc_mg_per_L,ADD,HQ,ILCR
S3,Dhaleshwari,Rainy,Fe,child,EPA,1.0865,0.017364155251141555,0.024805936073059365,0.0
S4,Dhaleshwari,Rainy,Cr,adult,EPA,0.0635,0.0017397260273972605,0.5799086757990868,0.0008698630136986302
S4,Dhaleshwari,Rainy,Cr,child,EPA,0.0635,0.001014840182648402,0.33828006088280066,0.000507420091324201
S4,Dhaleshwari,Rainy,Ni,adult,EPA,0.301,0.008246575342465753,0.41232876712328764,0.006927123287671232
S4,Dhaleshwari,Rainy,Ni,child,EPA,0.301,0.004810502283105022,0.24052511415525113,0.004040821917808218
S4,Dhaleshwari,Rainy,Cu,adult,EPA,0.6950000000000001,0.01904109589041096,0.47602739726027404,0.0
S4,Dhaleshwari,Rainy,Cu,child,EPA,0.6950000000000001,0.01110730593607306,0.2776826484018265,0.0
S4,Dhaleshwari,Rainy,As,adult,EPA,0.1055,0.0028904109589041093,9.634703196347031,0.004335616438356164
S4,Dhaleshwari,Rainy,As,child,EPA,0.1055,0.0016860730593607305,5.620243531202435,0.0025291095890410957
S4,Dhaleshwari,Rainy,Cd,adult,EPA,0.005,0.000136986301369863,0.136986301369863,0.0008630136986301369
S4,Dhaleshwari,Rainy,Cd,child,EPA,0.005,7.990867579908676e-05,0.07990867579908675,0.0005034246575342466
S4,Dhaleshwari,Rainy,Pb,adult,EPA,0.32,0.008767123287671232,2.43531202435312,7.452054794520548e-05
S4,Dhaleshwari,Rainy,Pb,child,EPA,0.32,0.0051141552511415524,1.4205986808726534,4.34703196347032e-05
S4,Dhaleshwari,Rainy,Fe,adult,EPA,1.0865,0.029767123287671234,0.042524461839530334,0.0
S4,Dhaleshwari,Rainy,Fe,child,EPA,1.0865,0.017364155251141555,0.024805936073059365,0.0
S5,Dhaleshwari,Rainy,Cr,adult,EPA,0.32375,0.00886986301369863,2.95662100456621,0.004434931506849315
S5,Dhaleshwari,Rainy,Cr,child,EPA,0.32375,0.005174086757990868,1.724695585996956,0.002587043378995434
S5,Dhaleshwari,Rainy,Ni,adult,EPA,0.12975,0.0035547945205479455,0.17773972602739727,0.002986027397260274
S5,Dhaleshwari,Rainy,Ni,child,EPA,0.12975,0.0020736301369863016,0.10368150684931507,0.0017418493150684932
S5,Dhaleshwari,Rainy,Cu,adult,EPA,1.16875,0.03202054794520548,0.800513698630137,0.0
S5,Dhaleshwari,Rainy,Cu,child,EPA,1.16875,0.01867865296803653,0.4669663242009132,0.0
S5,Dhaleshwari,Rainy,As,adult,EPA,0.07325,0.002006849315068493,6.689497716894978,0.0030102739726027396
S5,Dhaleshwari,Rainy,As,child,EPA,0.07325,0.001170662100456621,3.9022070015220702,0.0017559931506849315
S5,Dhaleshwari,Rainy,Cd,adult,EPA,0.5325,0.01458904109589041,14.58904109589041,0.09191095890410958
S5,Dhaleshwari,Rainy,Cd,child,EPA,0.5325,0.00851027397260274,8.51027397260274,0.05361472602739726
S5,Dhaleshwari,Rainy,Pb,adult,EPA,0.6174999999999999,0.016917808219178078,4.699391171993911,0.00014380136986301368
S5,Dhaleshwari,Rainy,Pb,child,EPA,0.6174999999999999,0.009868721461187212,2.741311516996448,8.38841324200913e-05
S5,Dhaleshwari,Rainy,Fe,adult,EPA,1.5992499999999998,0.04381506849315068,0.06259295499021526,0.0
S5,Dhaleshwari,Rainy,Fe,child,EPA,1.5992499999999998,0.0255587899543379,0.036512557077625574,0.0
S6,Dhaleshwari,Rainy,Cr,adult,EPA,0.32375,0.00886986301369863,2.95662100456621,0.004434931506849315
S6,Dhaleshwari,Rainy,Cr,child,EPA,0.32375,0.005174086757990868,1.724695585996956,0.002587043378995434
S6,Dhaleshwari,Rainy,Ni,adult,EPA,0.12975,0.0035547945205479455,0.17773972602739727,0.002986027397260274
S6,Dhaleshwari,Rainy,Ni,child,EPA,0.12975,0.0020736301369863016,0.10368150684931507,0.0017418493150684932
S6,Dhaleshwari,Rainy,Cu,adult,EPA,1.16875,0.03202054794520548,0.800513698630137,0.0
S6,Dhaleshwari,Rainy,Cu,child,EPA,1.16875,0.01867865296803653,0.4669663242009132,0.0
S6,Dhaleshwari,Rainy,As,adult,EPA,0.07325,0.002006849315068493,6.689497716894978,0.0030102739726027396
S6,Dhaleshwari,Rainy,As,child,EPA,0.07325,0.001170662100456621,3.9022070015220702,0.0017559931506849315
S6,Dhaleshwari,Rainy,Cd,adult,EPA,0.5325,0.01458904109589041,14.58904109589041,0.09191095890410958
S6,Dhaleshwari,Rainy,Cd,child,EPA,0.5325,0.00851027397260274,8.51027397260274,0.05361472602739726
S6,Dhaleshwari,Rainy,Pb,adult,EPA,0.6174999999999999,0.016917808219178078,4.699391171993911,0.00014380136986301368
S6,Dhaleshwari,Rainy,Pb,child,EPA,0.6174999999999999,0.009868721461187212,2.741311516996448,8.38841324200913e-05
S6,Dhaleshwari,Rainy,Fe,adult,EPA,1.5992499999999998,0.04381506849315068,0.06259295499021526,0.0
S6,Dhaleshwari,Rainy,Fe,child,EPA,1.5992499999999998,0.0255587899543379,0.036512557077625574,0.0
S7,Dhaleshwari,Rainy,Cr,adult,EPA,0.5670000000000001,0.015534246575342466,5.178082191780822,0.007767123287671233
S7,Dhaleshwari,Rainy,Cr,child,EPA,0.5670000000000001,0.009061643835616438,3.0205479452054793,0.004530821917808219
S7,Dhaleshwari,Rainy,Ni,adult,EPA,0.6196666666666667,0.016977168949771693,0.8488584474885846,0.014260821917808222
S7,Dhaleshwari,Rainy,Ni,child,EPA,0.6196666666666667,0.009903348554033487,0.4951674277016743,0.008318812785388128
S7,Dhaleshwari,Rainy,Cu,adult,EPA,0.8663333333333334,0.023735159817351602,0.59337899543379,0.0
S7,Dhaleshwari,Rainy,Cu,child,EPA,0.8663333333333334,0.0138455098934551,0.3461377473363775,0.0
S7,Dhaleshwari,Rainy,As,adult,EPA,0.1106666666666666,0.0030319634703196326,10.106544901065442,0.004547945205479449
S7,Dhaleshwari,Rainy,As,child,EPA,0.1106666666666666,0.0017686453576864524,5.895484525621509,0.0026529680365296785
S7,Dhaleshwari,Rainy,Cd,adult,EPA,0.1226666666666666,0.003360730593607304,3.360730593607304,0.021172602739726015
S7,Dhaleshwari,Rainy,Cd,child,EPA,0.1226666666666666,0.0019604261796042606,1.9604261796042606,0.012350684931506841
S7,Dhaleshwari,Rainy,Pb,adult,EPA,1.5586666666666666,0.042703196347031964,11.861998985286657,0.0003629771689497717
S7,Dhaleshwari,Rainy,Pb,child,EPA,1.5586666666666666,0.024910197869101976,6.919499408083882,0.00021173668188736682
S7,Dhaleshwari,Rainy,Fe,adult,EPA,2.2256666666666667,0.06097716894977168,0.08711024135681669,0.0
S7,Dhaleshwari,Rainy,Fe,child,EPA,2.2256666666666667,0.03557001522070015,0.050814307458143075,0.0
S8,Turag,Rainy,Cr,adult,EPA,0.0635,0.0017397260273972605,0.5799086757990868,0.0008698630136986302
S8,Turag,Rainy,Cr,child,EPA,0.0635,0.001014840182648402,0.33828006088280066,0.000507420091324201
S8,Turag,Rainy,Ni,adult,EPA,0.301,0.008246575342465753,0.41232876712328764,0.006927123287671232
S8,Turag,Rainy,Ni,child,EPA,0.301,0.004810502283105022,0.24052511415525113,0.004040821917808218
S8,Turag,Rainy,Cu,adult,EPA,0.6950000000000001,0.01904109589041096,0.47602739726027404,0.0
S8,Turag,Rainy,Cu,child,EPA,0.6950000000000001,0.01110730593607306,0.2776826484018265,0.0
S8,Turag,Rainy,As,adult,EPA,0.1055,0.0028904109589041093,9.634703196347031,0.004335616438356164
S8,Turag,Rainy,As,child,EPA,0.1055,0.0016860730593607305,5.620243531202435,0.0025291095890410957
S8,Turag,Rainy,Cd,adult,EPA,0.005,0.000136986301369863,0.136986301369863,0.0008630136986301369
S8,Turag,Rainy,Cd,child,EPA,0.005,7.990867579908676e-05,0.07990867579908675,0.0005034246575342466
S8,Turag,Rainy,Pb,adult,EPA,0.32,0.008767123287671232,2.43531202435312,7.452054794520548e-05
S8,Turag,Rainy,Pb,child,EPA,0.32,0.0051141552511415524,1.4205986808726534,4.34703196347032e-05
S8,Turag,Rainy,Fe,adult,EPA,1.0865,0.029767123287671234,0.042524461839530334,0.0
S8,Turag,Rainy,Fe,child,EPA,1.0865,0.017364155251141555,0.024805936073059365,0.0
S9,Turag,Rainy,Cr,adult,EPA,0.32375,0.00886986301369863,2.95662100456621,0.004434931506849315
S9,Turag,Rainy,Cr,child,EPA,0.32375,0.005174086757990868,1.724695585996956,0.002587043378995434
S9,Turag,Rainy,Ni,adult,EPA,0.12975,0.0035547945205479455,0.17773972602739727,0.002986027397260274
S9,Turag,Rainy,Ni,child,EPA,0.12975,0.0020736301369863016,0.10368150684931507,0.0017418493150684932
S9,Turag,Rainy,Cu,adult,EPA,1.16875,0.03202054794520548,0.800513698630137,0.0
S9,Turag,Rainy,Cu,child,EPA,1.16875,0.01867865296803653,0.4669663242009132,0.0
S9,Turag,Rainy,As,adult,EPA,0.07325,0.002006849315068493,6.689497716894978,0.0030102739726027396
S9,Turag,Rainy,As,child,EPA,0.07325,0.001170662100456621,3.9022070015220702,0.0017559931506849315
S9,Turag,Rainy,Cd,adult,EPA,0.5325,0.01458904109589041,14.58904109589041,0.09191095890410958
S9,Turag,Rainy,Cd,child,EPA,0.5325,0.00851027397260274,8.51027397260274,0.05361472602739726
S9,Turag,Rainy,Pb,adult,EPA,0.6174999999999999,0.016917808219178078,4.699391171993911,0.00014380136986301368
S9,Turag,Rainy,Pb,child,EPA,0.6174999999999999,0.009868721461187212,2.741311516996448,8.38841324200913e-05
S9,Turag,Rainy,Fe,adult,EPA,1.5992499999999998,0.04381506849315068,0.06259295499021526,0.0
S9,Turag,Rainy,Fe,child,EPA,1.5992499999999998,0.0255587899543379,0.036512557077625574,0.0
S10,Turag,Rainy,Cr,adult,EPA,0.5670000000000001,0.015534246575342466,5.178082191780822,0.007767123287671233
S10,Turag,Rainy,Cr,child,EPA,0.5670000000000001,0.009061643835616438,3.0205479452054793,0.004530821917808219
S10,Turag,Rainy,Ni,adult,EPA,0.6196666666666667,0.016977168949771693,0.8488584474885846,0.014260821917808222
S10,Turag,Rainy,Ni,child,EPA,0.6196666666666667,0.009903348554033487,0.4951674277016743,0.008318812785388128
S10,Turag,Rainy,Cu,adult,EPA,0.8663333333333334,0.023735159817351602,0.59337899543379,0.0
S10,Turag,Rainy,Cu,child,EPA,0.8663333333333334,0.0138455098934551,0.3461377473363775,0.0
S10,Turag,Rainy,As,adult,EPA,0.1106666666666666,0.0030319634703196326,10.106544901065442,0.004547945205479449
S10,Turag,Rainy,As,child,EPA,0.1106666666666666,0.0017686453576864524,5.895484525621509,0.0026529680365296785
S10,Turag,Rainy,Cd,adult,EPA,0.1226666666666666,0.003360730593607304,3.360730593607304,0.021172602739726015
S10,Turag,Rainy,Cd,child,EPA,0.1226666666666666,0.0019604261796042606,1.9604261796042606,0.012350684931506841
S10,Turag,Rainy,Pb,adult,EPA,1.5586666666666666,0.042703196347031964,11.861998985286657,0.0003629771689497717
S10,Turag,Rainy,Pb,child,EPA,1.5586666666666666,0.024910197869101976,6.919499408083882,0.00021173668188736682
S10,Turag,Rainy,Fe,adult,EPA,2.2256666666666667,0.06097716894977168,0.08711024135681669,0.0
S10,Turag,Rainy,Fe,child,EPA,2.2256666666666667,0.03557001522070015,0.050814307458143075,0.0
S11,Buriganga,Rainy,Cr,adult,EPA,0.029,0.0007945205479452055,0.26484018264840187,0.00039726027397260277
S11,Buriganga,Rainy,Cr,child,EPA,0.029,0.00046347031963470326,0.15449010654490108,0.00023173515981735163
S11,Buriganga,Rainy,Ni,adult,EPA,0.089,0.0024383561643835615,0.12191780821917807,0.0020482191780821918
S11,Buriganga,Rainy,Ni,child,EPA,0.089,0.0014223744292237441,0.07111872146118721,0.001194794520547945
S11,Buriganga,Rainy,Cu,adult,EPA,0.114,0.0031232876712328763,0.0780821917808219,0.0
S11,Buriganga,Rainy,Cu,child,EPA,0.114,0.001821917808219178,0.045547945205479445,0.0
S11,Buriganga,Rainy,As,adult,EPA,0.057,0.0015616438356164382,5.205479452054794,0.002342465753424657
S11,Buriganga,Rainy,As,child,EPA,0.057,0.000910958904109589,3.036529680365297,0.0013664383561643833
S11,Buriganga,Rainy,Cd,adult,EPA,0.005,0.000136986301369863,0.136986301369863,0.0008630136986301369
S11,Buriganga,Rainy,Cd,child,EPA,0.005,7.990867579908676e-05,0.07990867579908675,0.0005034246575342466
S11,Buriganga,Rainy,Pb,adult,EPA,0.119,0.0032602739726027394,0.9056316590563165,2.7712328767123285e-05
S11,Buriganga,Rainy,Pb,child,EPA,0.119,0.0019018264840182646,0.528285134449518,1.6165525114155252e-05
S11,Buriganga,Rainy,Fe,adult,EPA,1.002,0.027452054794520547,0.03921722113502935,0.0
S11,Buriganga,Rainy,Fe,child,EPA,1.002,0.016013698630136984,0.02287671232876712,0.0
S12,Buriganga,Rainy,Cr,adult,EPA,1.133,0.03104109589041096,10.34703196347032,0.01552054794520548
S12,Buriganga,Rainy,Cr,child,EPA,1.133,0.01810730593607306,6.035768645357686,0.00905365296803653
S12,Buriganga,Rainy,Ni,adult,EPA,0.451,0.012356164383561642,0.617808219178082,0.010379178082191779
S12,Buriganga,Rainy,Ni,child,EPA,0.451,0.007207762557077625,0.36038812785388125,0.006054520547945205
S12,Buriganga,Rainy,Cu,adult,EPA,0.633,0.01734246575342466,0.4335616438356165,0.0
S12,Buriganga,Rainy,Cu,child,EPA,0.633,0.010116438356164385,0.2529109589041096,0.0
S12,Buriganga,Rainy,As,adult,EPA,0.161,0.00441095890410959,14.703196347031968,0.006616438356164385
S12,Buriganga,Rainy,As,child,EPA,0.161,0.0025730593607305938,8.576864535768646,0.0038595890410958907
S12,Buriganga,Rainy,Cd,adult,EPA,0.193,0.005287671232876712,5.287671232876711,0.033312328767123284
S12,Buriganga,Rainy,Cd,child,EPA,0.193,0.0030844748858447485,3.0844748858447484,0.019432191780821916
S12,Buriganga,Rainy,Pb,adult,EPA,2.144,0.058739726027397264,16.316590563165907,0.0004992876712328767
S12,Buriganga,Rainy,Pb,child,EPA,2.144,0.03426484018264841,9.51801116184678,0.0002912511415525115
S12,Buriganga,Rainy,Fe,adult,EPA,2.456,0.06728767123287671,0.0961252446183953,0.0
S12,Buriganga,Rainy,Fe,child,EPA,2.456,0.039251141552511415,0.0560730593607306,0.0
S13,Balu,Rainy,Cr,adult,EPA,0.0635,0.0017397260273972605,0.5799086757990868,0.0008698630136986302
S13,Balu,Rainy,Cr,child,EPA,0.0635,0.001014840182648402,0.33828006088280066,0.000507420091324201
S13,Balu,Rainy,Ni,adult,EPA,0.301,0.008246575342465753,0.41232876712328764,0.006927123287671232
S13,Balu,Rainy,Ni,child,EPA,0.301,0.004810502283105022,0.24052511415525113,0.004040821917808218
S13,Balu,Rainy,Cu,adult,EPA,0.6950000000000001,0.01904109589041096,0.47602739726027404,0.0
S13,Balu,Rainy,Cu,child,EPA,0.6950000000000001,0.01110730593607306,0.2776826484018265,0.0
S13,Balu,Rainy,As,adult,EPA,0.1055,0.0028904109589041093,9.634703196347031,0.004335616438356164
S13,Balu,Rainy,As,child,EPA,0.1055,0.0016860730593607305,5.620243531202435,0.0025291095890410957
S13,Balu,Rainy,Cd,adult,EPA,0.005,0.000136986301369863,0.136986301369863,0.0008630136986301369
S13,Balu,Rainy,Cd,child,EPA,0.005,7.990867579908676e-05,0.07990867579908675,0.0005034246575342466
S13,Balu,Rainy,Pb,adult,EPA,0.32,0.008767123287671232,2.43531202435312,7.452054794520548e-05
S13,Balu,Rainy,Pb,child,EPA,0.32,0.0051141552511415524,1.4205986808726534,4.34703196347032e-05
S13,Balu,Rainy,Fe,adult,EPA,1.0865,0.029767123287671234,0.042524461839530334,0.0
S13,Balu,Rainy,Fe,child,EPA,1.0865,0.017364155251141555,0.024805936073059365,0.0
S14,Balu,Rainy,Cr,adult,EPA,0.32375,0.00886986301369863,2.95662100456621,0.004434931506849315
S14,Balu,Rainy,Cr,child,EPA,0.32375,0.005174086757990868,1.724695585996956,0.002587043378995434
S14,Balu,Rainy,Ni,adult,EPA,0.12975,0.0035547945205479455,0.17773972602739727,0.002986027397260274
S14,Balu,Rainy,Ni,child,EPA,0.12975,0.0020736301369863016,0.10368150684931507,0.0017418493150684932
S14,Balu,Rainy,Cu,adult,EPA,1.16875,0.03202054794520548,0.800513698630137,0.0
S14,Balu,Rainy,Cu,child,EPA,1.16875,0.01867865296803653,0.4669663242009132,0.0
S14,Balu,Rainy,As,adult,EPA,0.07325,0.002006849315068493,6.689497716894978,0.0030102739726027396
S14,Balu,Rainy,As,child,EPA,0.07325,0.001170662100456621,3.9022070015220702,0.0017559931506849315
S14,Balu,Rainy,Cd,adult,EPA,0.5325,0.01458904109589041,14.58904109589041,0.09191095890410958
S14,Balu,Rainy,Cd,child,EPA,0.5325,0.00851027397260274,8.51027397260274,0.05361472602739726
S14,Balu,Rainy,Pb,adult,EPA,0.6174999999999999,0.016917808219178078,4.699391171993911,0.00014380136986301368
S14,Balu,Rainy,Pb,child,EPA,0.6174999999999999,0.009868721461187212,2.741311516996448,8.38841324200913e-05
S14,Balu,Rainy,Fe,adult,EPA,1.5992499999999998,0.04381506849315068,0.06259295499021526,0.0
S14,Balu,Rainy,Fe,child,EPA,1.5992499999999998,0.0255587899543379,0.036512557077625574,0.0
S15,Shitalakshya,Rainy,Cr,adult,EPA,0.0635,0.0017397260273972605,0.5799086757990868,0.0008698630136986302
S15,Shitalakshya,Rainy,Cr,child,EPA,0.0635,0.001014840182648402,0.33828006088280066,0.000507420091324201
S15,Shitalakshya,Rainy,Ni,adult,EPA,0.301,0.008246575342465753,0.41232876712328764,0.006927123287671232
S15,Shitalakshya,Rainy,Ni,child,EPA,0.301,0.004810502283105022,0.24052511415525113,0.004040821917808218
S15,Shitalakshya,Rainy,Cu,adult,EPA,0.6950000000000001,0.01904109589041096,0.47602739726027404,0.0
S15,Shitalakshya,Rainy,Cu,child,EPA,0.6950000000000001,0.01110730593607306,0.2776826484018265,0.0
S15,Shitalakshya,Rainy,As,adult,EPA,0.1055,0.0028904109589041093,9.634703196347031,0.004335616438356164
S15,Shitalakshya,Rainy,As,child,EPA,0.1055,0.0016860730593607305,5.620243531202435,0.0025291095890410957
S15,Shitalakshya,Rainy,Cd,adult,EPA,0.005,0.000136986301369863,0.136986301369863,0.0008630136986301369
S15,Shitalakshya,Rainy,Cd,child,EPA,0.005,7.990867579908676e-05,0.07990867579908675,0.0005034246575342466
S15,Shitalakshya,Rainy,Pb,adult,EPA,0.32,0.008767123287671232,2.43531202435312,7.452054794520548e-05
S15,Shitalakshya,Rainy,Pb,child,EPA,0.32,0.0051141552511415524,1.4205986808726534,4.34703196347032e-05
S15,Shitalakshya,Rainy,Fe,adult,EPA,1.0865,0.029767123287671234,0.042524461839530334,0.0
S15,Shitalakshya,Rainy,Fe,child,EPA,1.0865,0.017364155251141555,0.024805936073059365,0.0
S16,Shitalakshya,Rainy,Cr,adult,EPA,0.32375,0.00886986301369863,2.95662100456621,0.004434931506849315
S16,Shitalakshya,Rainy,Cr,child,EPA,0.32375,0.005174086757990868,1.724695585996956,0.002587043378995434
S16,Shitalakshya,Rainy,Ni,adult,EPA,0.12975,0.0035547945205479455,0.17773972602739727,0.002986027397260274
S16,Shitalakshya,Rainy,Ni,child,EPA,0.12975,0.0020736301369863016,0.10368150684931507,0.0017418493150684932
S16,Shitalakshya,Rainy,Cu,adult,EPA,1.16875,0.03202054794520548,0.800513698630137,0.0
S16,Shitalakshya,Rainy,Cu,child,EPA,1.16875,0.01867865296803653,0.4669663242009132,0.0
S16,Shitalakshya,Rainy,As,adult,EPA,0.07325,0.002006849315068493,6.689497716894978,0.0030102739726027396
S16,Shitalakshya,Rainy,As,child,EPA,0.07325,0.001170662100456621,3.9022070015220702,0.0017559931506849315
S16,Shitalakshya,Rainy,Cd,adult,EPA,0.5325,0.01458904109589041,14.58904109589041,0.09191095890410958
S16,Shitalakshya,Rainy,Cd,child,EPA,0.5325,0.00851027397260274,8.51027397260274,0.05361472602739726
S16,Shitalakshya,Rainy,Pb,adult,EPA,0.6174999999999999,0.016917808219178078,4.699391171993911,0.00014380136986301368
S16,Shitalakshya,Rainy,Pb,child,EPA,0.6174999999999999,0.009868721461187212,2.741311516996448,8.38841324200913e-05
S16,Shitalakshya,Rainy,Fe,adult,EPA,1.5992499999999998,0.04381506849315068,0.06259295499021526,0.0
S16,Shitalakshya,Rainy,Fe,child,EPA,1.5992499999999998,0.0255587899543379,0.036512557077625574,0.0
S17,Shitalakshya,Rainy,Cr,adult,EPA,0.5670000000000001,0.015534246575342466,5.178082191780822,0.007767123287671233
S17,Shitalakshya,Rainy,Cr,child,EPA,0.5670000000000001,0.009061643835616438,3.0205479452054793,0.004530821917808219
S17,Shitalakshya,Rainy,Ni,adult,EPA,0.6196666666666667,0.016977168949771693,0.8488584474885846,0.014260821917808222
S17,Shitalakshya,Rainy,Ni,child,EPA,0.6196666666666667,0.009903348554033487,0.4951674277016743,0.008318812785388128
S17,Shitalakshya,Rainy,Cu,adult,EPA,0.8663333333333334,0.023735159817351602,0.59337899543379,0.0
S17,Shitalakshya,Rainy,Cu,child,EPA,0.8663333333333334,0.0138455098934551,0.3461377473363775,0.0
S17,Shitalakshya,Rainy,As,adult,EPA,0.1106666666666666,0.0030319634703196326,10.106544901065442,0.004547945205479449
S17,Shitalakshya,Rainy,As,child,EPA,0.1106666666666666,0.0017686453576864524,5.895484525621509,0.0026529680365296785
S17,Shitalakshya,Rainy,Cd,adult,EPA,0.1226666666666666,0.003360730593607304,3.360730593607304,0.021172602739726015
S17,Shitalakshya,Rainy,Cd,child,EPA,0.1226666666666666,0.0019604261796042606,1.9604261796042606,0.012350684931506841
S17,Shitalakshya,Rainy,Pb,adult,EPA,1.5586666666666666,0.042703196347031964,11.861998985286657,0.0003629771689497717
S17,Shitalakshya,Rainy,Pb,child,EPA,1.5586666666666666,0.024910197869101976,6.919499408083882,0.00021173668188736682
S17,Shitalakshya,Rainy,Fe,adult,EPA,2.2256666666666667,0.06097716894977168,0.08711024135681669,0.0
S17,Shitalakshya,Rainy,Fe,child,EPA,2.2256666666666667,0.03557001522070015,0.050814307458143075,0.0
S1,Dhaleshwari,Winter,Cr,adult,EPA,0.069,0.0018904109589041097,0.6301369863013698,0.0009452054794520548
S1,Dhaleshwari,Winter,Cr,child,EPA,0.069,0.0011027397260273972,0.36757990867579904,0.0005513698630136986
S1,Dhaleshwari,Winter,Ni,adult,EPA,0.1149999999999999,0.0031506849315068464,0.15753424657534232,0.002646575342465751
S1,Dhaleshwari,Winter,Ni,child,EPA,0.1149999999999999,0.0018378995433789938,0.09189497716894969,0.0015438356164383547
S1,Dhaleshwari,Winter,Cu,adult,EPA,0.6765,0.018534246575342465,0.46335616438356164,0.0
