Station,River,Season,Metal,Receptor,ParamSet,Conc_mg_per_L,ADD,HQ,ILCR
S1,Dhaleshwari,Winter,Cu,child,EPA,0.6765,0.01081164383561644,0.270291095890411,0.0
S1,Dhaleshwari,Winter,As,adult,EPA,0.1735,0.004753424657534246,15.844748858447488,0.007130136986301369
S1,Dhaleshwari,Winter,As,child,EPA,0.1735,0.00277283105022831,9.242770167427702,0.004159246575342465
S1,Dhaleshwari,Winter,Cd,adult,EPA,0.0075,0.00020547945205479453,0.20547945205479454,0.0012945205479452054
S1,Dhaleshwari,Winter,Cd,child,EPA,0.0075,0.00011986301369863014,0.11986301369863013,0.0007551369863013698
S1,Dhaleshwari,Winter,Pb,adult,EPA,0.3855,0.01056164383561644,2.9337899543379,8.977397260273974e-05
S1,Dhaleshwari,Winter,Pb,child,EPA,0.3855,0.0061609589041095895,1.711377473363775,5.2368150684931517e-05
S1,Dhaleshwari,Winter,Fe,adult,EPA,1.141,0.031260273972602746,0.044657534246575356,0.0
S1,Dhaleshwari,Winter,Fe,child,EPA,1.141,0.0182351598173516,0.02605022831050229,0.0
S2,Dhaleshwari,Winter,Cr,adult,EPA,0.069,0.0018904109589041097,0.6301369863013698,0.0009452054794520548
S2,Dhaleshwari,Winter,Cr,child,EPA,0.069,0.0011027397260273972,0.36757990867579904,0.0005513698630136986
S2,Dhaleshwari,Winter,Ni,adult,EPA,0.1149999999999999,0.0031506849315068464,0.15753424657534232,0.002646575342465751
S2,Dhaleshwari,Winter,Ni,child,EPA,0.1149999999999999,0.0018378995433789938,0.09189497716894969,0.0015438356164383547
S2,Dhaleshwari,Winter,Cu,adult,EPA,0.6765,0.018534246575342465,0.46335616438356164,0.0
S2,Dhaleshwari,Winter,Cu,child,EPA,0.6765,0.01081164383561644,0.270291095890411,0.0
S2,Dhaleshwari,Winter,As,adult,EPA,0.1735,0.004753424657534246,15.844748858447488,0.007130136986301369
S2,Dhaleshwari,Winter,As,child,EPA,0.1735,0.00277283105022831,9.242770167427702,0.004159246575342465
S2,Dhaleshwari,Winter,Cd,adult,EPA,0.0075,0.00020547945205479453,0.20547945205479454,0.0012945205479452054
S2,Dhaleshwari,Winter,Cd,child,EPA,0.0075,0.00011986301369863014,0.11986301369863013,0.0007551369863013698
S2,Dhaleshwari,Winter,Pb,adult,EPA,0.3855,0.01056164383561644,2.9337899543379,8.977397260273974e-05
S2,Dhaleshwari,Winter,Pb,child,EPA,0.3855,0.0061609589041095895,1.711377473363775,5.2368150684931517e-05
S2,Dhaleshwari,Winter,Fe,adult,EPA,1.141,0.031260273972602746,0.044657534246575356,0.0
S2,Dhaleshwari,Winter,Fe,child,EPA,1.141,0.0182351598173516,0.02605022831050229,0.0
S3,Dhaleshwari,Winter,Cr,adult,EPA,0.069,0.0018904109589041097,0.6301369863013698,0.0009452054794520548
S3,Dhaleshwari,Winter,Cr,child,EPA,0.069,0.0011027397260273972,0.36757990867579904,0.0005513698630136986
S3,Dhaleshwari,Winter,Ni,adult,EPA,0.1149999999999999,0.0031506849315068464,0.15753424657534232,0.002646575342465751
S3,Dhaleshwari,Winter,Ni,child,EPA,0.1149999999999999,0.0018378995433789938,0.09189497716894969,0.0015438356164383547
S3,Dhaleshwari,Winter,Cu,adult,EPA,0.6765,0.018534246575342465,0.46335616438356164,0.0
S3,Dhaleshwari,Winter,Cu,child,EPA,0.6765,0.01081164383561644,0.270291095890411,0.0
S3,Dhaleshwari,Winter,As,adult,EPA,0.1735,0.004753424657534246,15.844748858447488,0.007130136986301369
S3,Dhaleshwari,Winter,As,child,EPA,0.1735,0.00277283105022831,9.242770167427702,0.004159246575342465
S3,Dhaleshwari,Winter,Cd,adult,EPA,0.0075,0.00020547945205479453,0.20547945205479454,0.0012945205479452054
S3,Dhaleshwari,Winter,Cd,child,EPA,0.0075,0.00011986301369863014,0.11986301369863013,0.0007551369863013698
S3,Dhaleshwari,Winter,Pb,adult,EPA,0.3855,0.01056164383561644,2.9337899543379,8.977397260273974e-05
S3,Dhaleshwari,Winter,Pb,child,EPA,0.3855,0.0061609589041095895,1.711377473363775,5.2368150684931517e-05
S3,Dhaleshwari,Winter,Fe,adult,EPA,1.141,0.031260273972602746,0.044657534246575356,0.0
S3,Dhaleshwari,Winter,Fe,child,EPA,1.141,0.0182351598173516,0.02605022831050229,0.0
S4,Dhaleshwari,Winter,Cr,adult,EPA,0.069,0.0018904109589041097,0.6301369863013698,0.0009452054794520548
S4,Dhaleshwari,Winter,Cr,child,EPA,0.069,0.0011027397260273972,0.36757990867579904,0.0005513698630136986
S4,Dhaleshwari,Winter,Ni,adult,EPA,0.1149999999999999,0.0031506849315068464,0.15753424657534232,0.002646575342465751
S4,Dhaleshwari,Winter,Ni,child,EPA,0.1149999999999999,0.0018378995433789938,0.09189497716894969,0.0015438356164383547
S4,Dhaleshwari,Winter,Cu,adult,EPA,0.6765,0.018534246575342465,0.46335616438356164,0.0
S4,Dhaleshwari,Winter,Cu,child,EPA,0.6765,0.01081164383561644,0.270291095890411,0.0
S4,Dhaleshwari,Winter,As,adult,EPA,0.1735,0.004753424657534246,15.844748858447488,0.007130136986301369
S4,Dhaleshwari,Winter,As,child,EPA,0.1735,0.00277283105022831,9.242770167427702,0.004159246575342465
S4,Dhaleshwari,Winter,Cd,adult,EPA,0.0075,0.00020547945205479453,0.20547945205479454,0.0012945205479452054
S4,Dhaleshwari,Winter,Cd,child,EPA,0.0075,0.00011986301369863014,0.11986301369863013,0.0007551369863013698
S4,Dhaleshwari,Winter,Pb,adult,EPA,0.3855,0.01056164383561644,2.9337899543379,8.977397260273974e-05
S4,Dhaleshwari,Winter,Pb,child,EPA,0.3855,0.0061609589041095895,1.711377473363775,5.2368150684931517e-05
S4,Dhaleshwari,Winter,Fe,adult,EPA,1.141,0.031260273972602746,0.044657534246575356,0.0
S4,Dhaleshwari,Winter,Fe,child,EPA,1.141,0.0182351598173516,0.02605022831050229,0.0
S5,Dhaleshwari,Winter,Cr,adult,EPA,0.3934999999999999,0.010780821917808216,3.593607305936072,0.005390410958904108
S5,Dhaleshwari,Winter,Cr,child,EPA,0.3934999999999999,0.0062888127853881265,2.0962709284627086,0.0031444063926940632
S5,Dhaleshwari,Winter,Ni,adult,EPA,0.39475,0.010815068493150684,0.5407534246575342,0.009084657534246574
S5,Dhaleshwari,Winter,Ni,child,EPA,0.39475,0.006308789954337899,0.31543949771689495,0.005299383561643835
S5,Dhaleshwari,Winter,Cu,adult,EPA,0.8485,0.023246575342465756,0.5811643835616439,0.0
S5,Dhaleshwari,Winter,Cu,child,EPA,0.8485,0.013560502283105024,0.3390125570776256,0.0
S5,Dhaleshwari,Winter,As,adult,EPA,0.08425,0.002308219178082192,7.694063926940641,0.0034623287671232883
S5,Dhaleshwari,Winter,As,child,EPA,0.08425,0.001346461187214612,4.488203957382041,0.002019691780821918
S5,Dhaleshwari,Winter,Cd,adult,EPA,0.55825,0.015294520547945206,15.294520547945206,0.09635547945205479
S5,Dhaleshwari,Winter,Cd,child,EPA,0.55825,0.008921803652968036,8.921803652968036,0.05620736301369863
S5,Dhaleshwari,Winter,Pb,adult,EPA,0.60975,0.01670547945205479,4.640410958904109,0.00014199657534246573
S5,Dhaleshwari,Winter,Pb,child,EPA,0.60975,0.00974486301369863,2.706906392694064,8.283133561643836e-05
S5,Dhaleshwari,Winter,Fe,adult,EPA,1.7667499999999998,0.048404109589041094,0.06914872798434442,0.0
S5,Dhaleshwari,Winter,Fe,child,EPA,1.7667499999999998,0.028235730593607303,0.040336757990867576,0.0
S6,Dhaleshwari,Winter,Cr,adult,EPA,0.3934999999999999,0.010780821917808216,3.593607305936072,0.005390410958904108
S6,Dhaleshwari,Winter,Cr,child,EPA,0.3934999999999999,0.0062888127853881265,2.0962709284627086,0.0031444063926940632
S6,Dhaleshwari,Winter,Ni,adult,EPA,0.39475,0.010815068493150684,0.5407534246575342,0.009084657534246574
S6,Dhaleshwari,Winter,Ni,child,EPA,0.39475,0.006308789954337899,0.31543949771689495,0.005299383561643835
S6,Dhaleshwari,Winter,Cu,adult,EPA,0.8485,0.023246575342465756,0.5811643835616439,0.0
S6,Dhaleshwari,Winter,Cu,child,EPA,0.8485,0.013560502283105024,0.3390125570776256,0.0
S6,Dhaleshwari,Winter,As,adult,EPA,0.08425,0.002308219178082192,7.694063926940641,0.0034623287671232883
S6,Dhaleshwari,Winter,As,child,EPA,0.08425,0.001346461187214612,4.488203957382041,0.002019691780821918
S6,Dhaleshwari,Winter,Cd,adult,EPA,0.55825,0.015294520547945206,15.294520547945206,0.09635547945205479
S6,Dhaleshwari,Winter,Cd,child,EPA,0.55825,0.008921803652968036,8.921803652968036,0.05620736301369863
S6,Dhaleshwari,Winter,Pb,adult,EPA,0.60975,0.01670547945205479,4.640410958904109,0.00014199657534246573
S6,Dhaleshwari,Winter,Pb,child,EPA,0.60975,0.00974486301369863,2.706906392694064,8.283133561643836e-05
S6,Dhaleshwari,Winter,Fe,adult,EPA,1.7667499999999998,0.048404109589041094,0.06914872798434442,0.0
S6,Dhaleshwari,Winter,Fe,child,EPA,1.7667499999999998,0.028235730593607303,0.040336757990867576,0.0
S7,Dhaleshwari,Winter,Cr,adult,EPA,0.6363333333333334,0.017433789954337902,5.811263318112634,0.008716894977168951
S7,Dhaleshwari,Winter,Cr,child,EPA,0.6363333333333334,0.010169710806697109,3.3899036022323696,0.005084855403348554
S7,Dhaleshwari,Winter,Ni,adult,EPA,0.4443333333333333,0.012173515981735158,0.6086757990867578,0.010225753424657532
S7,Dhaleshwari,Winter,Ni,child,EPA,0.4443333333333333,0.007101217656012176,0.35506088280060877,0.005965022831050227
S7,Dhaleshwari,Winter,Cu,adult,EPA,0.8596666666666667,0.023552511415525113,0.5888127853881278,0.0
S7,Dhaleshwari,Winter,Cu,child,EPA,0.8596666666666667,0.013738964992389649,0.3434741248097412,0.0
S7,Dhaleshwari,Winter,As,adult,EPA,0.089,0.0024383561643835615,8.127853881278538,0.0036575342465753422
S7,Dhaleshwari,Winter,As,child,EPA,0.089,0.0014223744292237441,4.74124809741248,0.0021335616438356163
S7,Dhaleshwari,Winter,Cd,adult,EPA,0.113,0.003095890410958904,3.095890410958904,0.019504109589041096
S7,Dhaleshwari,Winter,Cd,child,EPA,0.113,0.0018059360730593608,1.8059360730593608,0.011377397260273973
S7,Dhaleshwari,Winter,Pb,adult,EPA,1.1663333333333334,0.031954337899543384,8.876204972095385,0.0002716118721461188
S7,Dhaleshwari,Winter,Pb,child,EPA,1.1663333333333334,0.018640030441400307,5.1777862337223075,0.00015844025875190262
S7,Dhaleshwari,Winter,Fe,adult,EPA,2.4953333333333334,0.06836529680365297,0.09766470971950425,0.0
S7,Dhaleshwari,Winter,Fe,child,EPA,2.4953333333333334,0.039879756468797566,0.056971080669710815,0.0
S8,Turag,Winter,Cr,adult,EPA,0.069,0.0018904109589041097,0.6301369863013698,0.0009452054794520548
S8,Turag,Winter,Cr,child,EPA,0.069,0.0011027397260273972,0.36757990867579904,0.0005513698630136986
S8,Turag,Winter,Ni,adult,EPA,0.1149999999999999,0.0031506849315068464,0.15753424657534232,0.002646575342465751
S8,Turag,Winter,Ni,child,EPA,0.1149999999999999,0.0018378995433789938,0.09189497716894969,0.0015438356164383547
S8,Turag,Winter,Cu,adult,EPA,0.6765,0.018534246575342465,0.46335616438356164,0.0
S8,Turag,Winter,Cu,child,EPA,0.6765,0.01081164383561644,0.270291095890411,0.0
S8,Turag,Winter,As,adult,EPA,0.1735,0.004753424657534246,15.844748858447488,0.007130136986301369
S8,Turag,Winter,As,child,EPA,0.1735,0.00277283105022831,9.242770167427702,0.004159246575342465
S8,Turag,Winter,Cd,adult,EPA,0.0075,0.00020547945205479453,0.20547945205479454,0.0012945205479452054
S8,Turag,Winter,Cd,child,EPA,0.0075,0.00011986301369863014,0.11986301369863013,0.0007551369863013698
S8,Turag,Winter,Pb,adult,EPA,0.3855,0.01056164383561644,2.9337899543379,8.977397260273974e-05
S8,Turag,Winter,Pb,child,EPA,0.3855,0.0061609589041095895,1.711377473363775,5.2368150684931517e-05
S8,Turag,Winter,Fe,adult,EPA,1.141,0.031260273972602746,0.044657534246575356,0.0
S8,Turag,Winter,Fe,child,EPA,1.141,0.0182351598173516,0.02605022831050229,0.0
S9,Turag,Winter,Cr,adult,EPA,0.3934999999999999,0.010780821917808216,3.593607305936072,0.005390410958904108
S9,Turag,Winter,Cr,child,EPA,0.3934999999999999,0.0062888127853881265,2.0962709284627086,0.0031444063926940632
S9,Turag,Winter,Ni,adult,EPA,0.39475,0.010815068493150684,0.5407534246575342,0.009084657534246574
S9,Turag,Winter,Ni,child,EPA,0.39475,0.006308789954337899,0.31543949771689495,0.005299383561643835
S9,Turag,Winter,Cu,adult,EPA,0.8485,0.023246575342465756,0.5811643835616439,0.0
S9,Turag,Winter,Cu,child,EPA,0.8485,0.013560502283105024,0.3390125570776256,0.0
S9,Turag,Winter,As,adult,EPA,0.08425,0.002308219178082192,7.694063926940641,0.0034623287671232883
S9,Turag,Winter,As,child,EPA,0.08425,0.001346461187214612,4.488203957382041,0.002019691780821918
S9,Turag,Winter,Cd,adult,EPA,0.55825,0.015294520547945206,15.294520547945206,0.09635547945205479
S9,Turag,Winter,Cd,child,EPA,0.55825,0.008921803652968036,8.921803652968036,0.05620736301369863
S9,Turag,Winter,Pb,adult,EPA,0.60975,0.01670547945205479,4.640410958904109,0.00014199657534246573
S9,Turag,Winter,Pb,child,EPA,0.60975,0.00974486301369863,2.706906392694064,8.283133561643836e-05
S9,Turag,Winter,Fe,adult,EPA,1.7667499999999998,0.048404109589041094,0.06914872798434442,0.0
S9,Turag,Winter,Fe,child,EPA,1.7667499999999998,0.028235730593607303,0.040336757990867576,0.0
S10,Turag,Winter,Cr,adult,EPA,0.6363333333333334,0.017433789954337902,5.811263318112634,0.008716894977168951
S10,Turag,Winter,Cr,child,EPA,0.6363333333333334,0.010169710806697109,3.3899036022323696,0.005084855403348554
S10,Turag,Winter,Ni,adult,EPA,0.4443333333333333,0.012173515981735158,0.6086757990867578,0.010225753424657532
S10,Turag,Winter,Ni,child,EPA,0.4443333333333333,0.007101217656012176,0.35506088280060877,0.005965022831050227
S10,Turag,Winter,Cu,adult,EPA,0.8596666666666667,0.023552511415525113,0.5888127853881278,0.0
S10,Turag,Winter,Cu,child,EPA,0.8596666666666667,0.013738964992389649,0.3434741248097412,0.0
S10,Turag,Winter,As,adult,EPA,0.089,0.0024383561643835615,8.127853881278538,0.0036575342465753422
S10,Turag,Winter,As,child,EPA,0.089,0.0014223744292237441,4.74124809741248,0.0021335616438356163
S10,Turag,Winter,Cd,adult,EPA,0.113,0.003095890410958904,3.095890410958904,0.019504109589041096
S10,Turag,Winter,Cd,child,EPA,0.113,0.0018059360730593608,1.8059360730593608,0.011377397260273973
S10,Turag,Winter,Pb,adult,EPA,1.1663333333333334,0.031954337899543384,8.876204972095385,0.0002716118721461188
S10,Turag,Winter,Pb,child,EPA,1.1663333333333334,0.018640030441400307,5.1777862337223075,0.00015844025875190262
S10,Turag,Winter,Fe,adult,EPA,2.4953333333333334,0.06836529680365297,0.09766470971950425,0.0
S10,Turag,Winter,Fe,child,EPA,2.4953333333333334,0.039879756468797566,0.056971080669710815,0.0
S11,Buriganga,Winter,Cr,adult,EPA,0.025,0.0006849315068493151,0.228310502283105,0.00034246575342465754
S11,Buriganga,Winter,Cr,child,EPA,0.025,0.0003995433789954338,0.13318112633181126,0.0001997716894977169
S11,Buriganga,Winter,Ni,adult,EPA,0.058,0.001589041095890411,0.07945205479452055,0.0013347945205479453
S11,Buriganga,Winter,Ni,child,EPA,0.058,0.0009269406392694065,0.04634703196347033,0.0007786301369863014
S11,Buriganga,Winter,Cu,adult,EPA,0.198,0.005424657534246574,0.13561643835616435,0.0
S11,Buriganga,Winter,Cu,child,EPA,0.198,0.0031643835616438354,0.07910958904109588,0.0
S11,Buriganga,Winter,As,adult,EPA,0.079,0.0021643835616438354,7.2146118721461185,0.003246575342465753
S11,Buriganga,Winter,As,child,EPA,0.079,0.0012625570776255706,4.2085235920852355,0.0018938356164383558
S11,Buriganga,Winter,Cd,adult,EPA,0.003,8.219178082191782e-05,0.08219178082191782,0.0005178082191780823
S11,Buriganga,Winter,Cd,child,EPA,0.003,4.794520547945206e-05,0.04794520547945206,0.000302054794520548
S11,Buriganga,Winter,Pb,adult,EPA,0.316,0.008657534246575341,2.404870624048706,7.35890410958904e-05
S11,Buriganga,Winter,Pb,child,EPA,0.316,0.005050228310502282,1.4028411973617452,4.29269406392694e-05
S11,Buriganga,Winter,Fe,adult,EPA,1.1,0.030136986301369868,0.04305283757338553,0.0
S11,Buriganga,Winter,Fe,child,EPA,1.1,0.01757990867579909,0.025114155251141558,0.0
S12,Buriganga,Winter,Cr,adult,EPA,1.102,0.030191780821917813,10.06392694063927,0.015095890410958906
S12,Buriganga,Winter,Cr,child,EPA,1.102,0.017611872146118722,5.87062404870624,0.008805936073059361
S12,Buriganga,Winter,Ni,adult,EPA,0.356,0.009753424657534246,0.48767123287671227,0.008192876712328767
S12,Buriganga,Winter,Ni,child,EPA,0.356,0.0056894977168949765,0.28447488584474884,0.00477917808219178
S12,Buriganga,Winter,Cu,adult,EPA,0.652,0.017863013698630137,0.4465753424657534,0.0
S12,Buriganga,Winter,Cu,child,EPA,0.652,0.010420091324200914,0.2605022831050228,0.0
S12,Buriganga,Winter,As,adult,EPA,0.107,0.0029315068493150683,9.771689497716896,0.0043972602739726025
S12,Buriganga,Winter,As,child,EPA,0.107,0.0017100456621004566,5.700152207001523,0.002565068493150685
S12,Buriganga,Winter,Cd,adult,EPA,0.165,0.00452054794520548,4.52054794520548,0.028479452054794522
S12,Buriganga,Winter,Cd,child,EPA,0.165,0.002636986301369863,2.636986301369863,0.016613013698630136
S12,Buriganga,Winter,Pb,adult,EPA,1.979,0.054219178082191774,15.060882800608827,0.0004608630136986301
S12,Buriganga,Winter,Pb,child,EPA,1.979,0.031627853881278534,8.785514967021815,0.00026883675799086755
S12,Buriganga,Winter,Fe,adult,EPA,2.979,0.08161643835616439,0.11659491193737771,0.0
S12,Buriganga,Winter,Fe,child,EPA,2.979,0.04760958904109589,0.068013698630137,0.0
S13,Balu,Winter,Cr,adult,EPA,0.069,0.0018904109589041097,0.6301369863013698,0.0009452054794520548
S13,Balu,Winter,Cr,child,EPA,0.069,0.0011027397260273972,0.36757990867579904,0.0005513698630136986
S13,Balu,Winter,Ni,adult,EPA,0.1149999999999999,0.0031506849315068464,0.15753424657534232,0.002646575342465751
S13,Balu,Winter,Ni,child,EPA,0.1149999999999999,0.0018378995433789938,0.09189497716894969,0.0015438356164383547
S13,Balu,Winter,Cu,adult,EPA,0.6765,0.018534246575342465,0.46335616438356164,0.0
S13,Balu,Winter,Cu,child,EPA,0.6765,0.01081164383561644,0.270291095890411,0.0
S13,Balu,Winter,As,adult,EPA,0.1735,0.004753424657534246,15.844748858447488,0.007130136986301369
S13,Balu,Winter,As,child,EPA,0.1735,0.00277283105022831,9.242770167427702,0.004159246575342465
S13,Balu,Winter,Cd,adult,EPA,0.0075,0.00020547945205479453,0.20547945205479454,0.0012945205479452054
S13,Balu,Winter,Cd,child,EPA,0.0075,0.00011986301369863014,0.11986301369863013,0.0007551369863013698
S13,Balu,Winter,Pb,adult,EPA,0.3855,0.01056164383561644,2.9337899543379,8.977397260273974e-05
S13,Balu,Winter,Pb,child,EPA,0.3855,0.0061609589041095895,1.711377473363775,5.2368150684931517e-05
S13,Balu,Winter,Fe,adult,EPA,1.141,0.031260273972602746,0.044657534246575356,0.0
S13,Balu,Winter,Fe,child,EPA,1.141,0.0182351598173516,0.02605022831050229,0.0
S14,Balu,Winter,Cr,adult,EPA,0.3934999999999999,0.010780821917808216,3.593607305936072,0.005390410958904108
S14,Balu,Winter,Cr,child,EPA,0.3934999999999999,0.0062888127853881265,2.0962709284627086,0.0031444063926940632
S14,Balu,Winter,Ni,adult,EPA,0.39475,0.010815068493150684,0.5407534246575342,0.009084657534246574
S14,Balu,Winter,Ni,child,EPA,0.39475,0.006308789954337899,0.31543949771689495,0.005299383561643835
S14,Balu,Winter,Cu,adult,EPA,0.8485,0.023246575342465756,0.5811643835616439,0.0
S14,Balu,Winter,Cu,child,EPA,0.8485,0.013560502283105024,0.3390125570776256,0.0
S14,Balu,Winter,As,adult,EPA,0.08425,0.002308219178082192,7.694063926940641,0.0034623287671232883
S14,Balu,Winter,As,child,EPA,0.08425,0.001346461187214612,4.488203957382041,0.002019691780821918
S14,Balu,Winter,Cd,adult,EPA,0.55825,0.015294520547945206,15.294520547945206,0.09635547945205479
S14,Balu,Winter,Cd,child,EPA,0.55825,0.008921803652968036,8.921803652968036,0.05620736301369863
S14,Balu,Winter,Pb,adult,EPA,0.60975,0.01670547945205479,4.640410958904109,0.00014199657534246573
S14,Balu,Winter,Pb,child,EPA,0.60975,0.00974486301369863,2.706906392694064,8.283133561643836e-05
S14,Balu,Winter,Fe,adult,EPA,1.7667499999999998,0.048404109589041094,0.06914872798434442,0.0
S14,Balu,Winter,Fe,child,EPA,1.7667499999999998,0.028235730593607303,0.040336757990867576,0.0
S15,Shitalakshya,Winter,Cr,adult,EPA,0.069,0.0018904109589041097,0.6301369863013698,0.0009452054794520548
S15,Shitalakshya,Winter,Cr,child,EPA,0.069,0.0011027397260273972,0.36757990867579904,0.0005513698630136986
S15,Shitalakshya,Winter,Ni,adult,EPA,0.1149999999999999,0.0031506849315068464,0.15753424657534232,0.002646575342465751
S15,Shitalakshya,Winter,Ni,child,EPA,0.1149999999999999,0.0018378995433789938,0.09189497716894969,0.0015438356164383547
S15,Shitalakshya,Winter,Cu,adult,EPA,0.6765,0.018534246575342465,0.46335616438356164,0.0
S15,Shitalakshya,Winter,Cu,child,EPA,0.6765,0.01081164383561644,0.270291095890411,0.0
S15,Shitalakshya,Winter,As,adult,EPA,0.1735,0.004753424657534246,15.844748858447488,0.007130136986301369
S15,Shitalakshya,Winter,As,child,EPA,0.1735,0.00277283105022831,9.242770167427702,0.004159246575342465
S15,Shitalakshya,Winter,Cd,adult,EPA,0.0075,0.00020547945205479453,0.20547945205479454,0.0012945205479452054
S15,Shitalakshya,Winter,Cd,child,EPA,0.0075,0.00011986301369863014,0.11986301369863013,0.0007551369863013698
S15,Shitalakshya,Winter,Pb,adult,EPA,0.3855,0.01056164383561644,2.9337899543379,8.977397260273974e-05
S15,Shitalakshya,Winter,Pb,child,EPA,0.3855,0.0061609589041095895,1.711377473363775,5.2368150684931517e-05
S15,Shitalakshya,Winter,Fe,adult,EPA,1.141,0.031260273972602746,0.044657534246575356,0.0
S15,Shitalakshya,Winter,Fe,child,EPA,1.141,0.0182351598173516,0.02605022831050229,0.0
S16,Shitalakshya,Winter,Cr,adult,EPA,0.3934999999999999,0.010780821917808216,3.593607305936072,0.005390410958904108
S16,Shitalakshya,Winter,Cr,child,EPA,0.3934999999999999,0.0062888127853881265,2.0962709284627086,0.0031444063926940632
S16,Shitalakshya,Winter,Ni,adult,EPA,0.39475,0.010815068493150684,0.5407534246575342,0.009084657534246574
S16,Shitalakshya,Winter,Ni,child,EPA,0.39475,0.006308789954337899,0.31543949771689495,0.005299383561643835
S16,Shitalakshya,Winter,Cu,adult,EPA,0.8485,0.023246575342465756,0.5811643835616439,0.0
S16,Shitalakshya,Winter,Cu,child,EPA,0.8485,0.013560502283105024,0.3390125570776256,0.0
S16,Shitalakshya,Winter,As,adult,EPA,0.08425,0.002308219178082192,7.694063926940641,0.0034623287671232883
S16,Shitalakshya,Winter,As,child,EPA,0.08425,0.001346461187214612,4.488203957382041,0.002019691780821918
S16,Shitalakshya,Winter,Cd,adult,EPA,0.55825,0.015294520547945206,15.294520547945206,0.09635547945205479
S16,Shitalakshya,Winter,Cd,child,EPA,0.55825,0.008921803652968036,8.921803652968036,0.05620736301369863
S16,Shitalakshya,Winter,Pb,adult,EPA,0.60975,0.01670547945205479,4.640410958904109,0.00014199657534246573
S16,Shitalakshya,Winter,Pb,child,EPA,0.60975,0.00974486301369863,2.706906392694064,8.283133561643836e-05
S16,Shitalakshya,Winter,Fe,adult,EPA,1.7667499999999998,0.048404109589041094,0.06914872798434442,0.0
S16,Shitalakshya,Winter,Fe,child,EPA,1.7667499999999998,0.028235730593607303,0.040336757990867576,0.0
S17,Shitalakshya,Winter,Cr,adult,EPA,0.6363333333333334,0.017433789954337902,5.811263318112634,0.008716894977168951
S17,Shitalakshya,Winter,Cr,child,EPA,0.6363333333333334,0.010169710806697109,3.3899036022323696,0.005084855403348554
S17,Shitalakshya,Winter,Ni,adult,EPA,0.4443333333333333,0.012173515981735158,0.6086757990867578,0.010225753424657532
S17,Shitalakshya,Winter,Ni,child,EPA,0.4443333333333333,0.007101217656012176,0.35506088280060877,0.005965022831050227
S17,Shitalakshya,Winter,Cu,adult,EPA,0.8596666666666667,0.023552511415525113,0.5888127853881278,0.0
S17,Shitalakshya,Winter,Cu,child,EPA,0.8596666666666667,0.013738964992389649,0.3434741248097412,0.0
S17,Shitalakshya,Winter,As,adult,EPA,0.089,0.0024383561643835615,8.127853881278538,0.0036575342465753422
S17,Shitalakshya,Winter,As,child,EPA,0.089,0.0014223744292237441,4.74124809741248,0.0021335616438356163
S17,Shitalakshya,Winter,Cd,adult,EPA,0.113,0.003095890410958904,3.095890410958904,0.019504109589041096
S17,Shitalakshya,Winter,Cd,child,EPA,0.113,0.0018059360730593608,1.8059360730593608,0.011377397260273973
S17,Shitalakshya,Winter,Pb,adult,EPA,1.1663333333333334,0.031954337899543384,8.876204972095385,0.0002716118721461188
S17,Shitalakshya,Winter,Pb,child,EPA,1.1663333333333334,0.018640030441400307,5.1777862337223075,0.00015844025875190262
S17,Shitalakshya,Winter,Fe,adult,EPA,2.4953333333333334,0.06836529680365297,0.09766470971950425,0.0
S17,Shitalakshya,Winter,Fe,child,EPA,2.4953333333333334,0.039879756468797566,0.056971080669710815,0.0
S1,Dhaleshwari,Rainy,Cr,adult,Bangladesh,0.0635,0.002116666666666667,0.7055555555555556,0.0010583333333333334
S1,Dhaleshwari,Rainy,Cr,child,Bangladesh,0.0635,0.0009769230769230768,0.3256410256410256,0.0004884615384615384
S1,Dhaleshwari,Rainy,Ni,adult,Bangladesh,0.301,0.010033333333333333,0.5016666666666667,0.008428
S1,Dhaleshwari,Rainy,Ni,child,Bangladesh,0.301,0.00463076923076923,0.2315384615384615,0.003889846153846153
S1,Dhaleshwari,Rainy,Cu,adult,Bangladesh,0.6950000000000001,0.023166666666666665,0.5791666666666666,0.0
S1,Dhaleshwari,Rainy,Cu,child,Bangladesh,0.6950000000000001,0.010692307692307694,0.26730769230769236,0.0
S1,Dhaleshwari,Rainy,As,adult,Bangladesh,0.1055,0.003516666666666666,11.722222222222221,0.005274999999999999
S1,Dhaleshwari,Rainy,As,child,Bangladesh,0.1055,0.0016230769230769233,5.4102564102564115,0.002434615384615385
S1,Dhaleshwari,Rainy,Cd,adult,Bangladesh,0.005,0.00016666666666666666,0.16666666666666666,0.00105
S1,Dhaleshwari,Rainy,Cd,child,Bangladesh,0.005,7.692307692307691e-05,0.07692307692307691,0.00048461538461538455
S1,Dhaleshwari,Rainy,Pb,adult,Bangladesh,0.32,0.010666666666666666,2.962962962962963,9.066666666666667e-05
S1,Dhaleshwari,Rainy,Pb,child,Bangladesh,0.32,0.004923076923076922,1.3675213675213673,4.1846153846153846e-05
S1,Dhaleshwari,Rainy,Fe,adult,Bangladesh,1.0865,0.03621666666666667,0.05173809523809524,0.0
S1,Dhaleshwari,Rainy,Fe,child,Bangladesh,1.0865,0.016715384615384615,0.02387912087912088,0.0
S2,Dhaleshwari,Rainy,Cr,adult,Bangladesh,0.0635,0.002116666666666667,0.7055555555555556,0.0010583333333333334
