Metal,RC1,RC2,RC3
Cd,0.7046580799752906,0.16614730498163446,0.3059695274567958
Cr,-0.040199693742783496,0.9644737956634928,0.15208908791654896
As,0.15269718389990375,0.14221243285145094,0.7465352459187407
Pb,0.9585787078661068,0.03530777165528917,-0.2079860356563777
Cu,0.6866967741011485,0.5653392208438929,-0.2662937333926113
Ni,0.9369039263369728,-0.09994552947980505,0.08735928667202165
Fe,0.4485248095401206,-0.10903962212150368,-0.6816729410813775
