Station,River,Season,Metal,Receptor,ParamSet,Conc_mg_per_kg,ADD_ing,ADD_derm,ADD_inh,HQ_ing,HQ_derm,HQ_inh,ILCR_ing,ILCR_derm,ILCR_inh,HQ_total,ILCR_total
S3,Dhaleshwari,Rainy,Cd,child,EPA,2.1,6.712328767123287e-06,1.8794520547945203e-08,2.467767929089444e-10,0.006712328767123287,0.0018794520547945203,2.467767929089444e-07,4.228767123287671e-05,1.1840547945205477e-07,1.5546937953263496e-09,0.008592027598710715,4.240763140612409e-05
S3,Dhaleshwari,Rainy,Pb,adult,EPA,32.79,4.491780821917808e-05,1.7922205479452058e-07,6.6055600322320696e-09,0.012477168949771689,0.0003413753424657535,1.8765795546113834e-06,3.818013698630137e-07,1.523387465753425e-09,2.7743352135374694e-10,0.012820420871792054,3.836021908501209e-07
S3,Dhaleshwari,Rainy,Pb,child,EPA,32.79,0.00010480821917808218,2.9346301369863013e-07,3.853243352135374e-09,0.02911339421613394,0.0005589771689497717,1.0946714068566403e-06,8.908698630136986e-07,2.494435616438356e-09,1.618362207896857e-10,0.02967346605649057,8.935261348509267e-07
S3,Dhaleshwari,Rainy,Fe,adult,EPA,23970.0,0.03283561643835616,0.0001310141095890411,4.8287671232876716e-06,0.04690802348336595,0.0009358150684931506,6.898238747553817e-06,0.0,0.0,0.0,0.047850736790606654,0.0
S3,Dhaleshwari,Rainy,Fe,child,EPA,23970.0,0.07661643835616438,0.0002145260273972603,2.816780821917808e-06,0.10945205479452055,0.0015323287671232878,4.023972602739726e-06,0.0,0.0,0.0,0.11098840753424657,0.0
S4,Dhaleshwari,Rainy,Cr,adult,EPA,55.56,7.610958904109589e-05,3.0367726027397264e-07,1.1192586623690572e-08,0.02536986301369863,0.005061287671232877,0.0003913491826465235,3.8054794520547944e-05,6.073545205479453e-06,4.70088638195004e-07,0.030822499867578027,4.45984283642224e-05
S4,Dhaleshwari,Rainy,Cr,child,EPA,55.56,0.0001775890410958904,4.972493150684931e-07,6.5290088638195e-09,0.05919634703196347,0.008287488584474886,0.00022828702321047201,8.87945205479452e-05,9.944986301369863e-06,2.74218372280419e-07,0.06771212263964882,9.901372522159549e-05
S4,Dhaleshwari,Rainy,Ni,adult,EPA,26.08,3.572602739726028e-05,1.4254684931506854e-07,5.253827558420627e-09,0.0017863013698630138,2.6397564687975655e-05,2.550401727388654e-07,3.0009863013698634e-05,5.986967671232879e-06,4.413215149073327e-09,0.0018129539747237283,3.600124390008058e-05
S4,Dhaleshwari,Rainy,Ni,child,EPA,26.08,8.336073059360731e-05,2.3341004566210043e-07,3.064732742412033e-09,0.0041680365296803655,4.32240825300186e-05,1.487734340976715e-07,7.002301369863014e-05,9.803221917808219e-06,2.5743755036261077e-09,0.004211409385644482,7.982880999194198e-05
S4,Dhaleshwari,Rainy,Cu,adult,EPA,69.77,9.55753424657534e-05,3.8134561643835616e-07,1.4055197421434325e-08,0.0023893835616438353,3.177880136986301e-05,3.513799355358581e-07,0.0,0.0,0.0,0.002421513742949234,0.0
S4,Dhaleshwari,Rainy,Cu,child,EPA,69.77,0.0002230091324200913,6.244255707762557e-07,8.198865162503356e-09,0.0055752283105022825,5.2035464231354644e-05,2.049716290625839e-07,0.0,0.0,0.0,0.0056274687463627,0.0
S4,Dhaleshwari,Rainy,As,adult,EPA,18.77,2.5712328767123287e-05,1.0259219178082192e-07,3.781224818694601e-09,0.08570776255707763,0.0008340828600066822,1.2562208699982063e-05,3.8568493150684935e-05,3.754874219178082e-07,5.7096494762288475e-08,0.08655440762578429,3.900107706736503e-05
S4,Dhaleshwari,Rainy,As,child,EPA,18.77,5.999543378995434e-05,1.6798721461187213e-07,2.2057144775718505e-09,0.19998477929984781,0.0013657497122916433,7.327955074989536e-06,8.999315068493151e-05,6.148332054794521e-07,3.3306288611334945e-08,0.20135785696721445,9.06412901790223e-05
S4,Dhaleshwari,Rainy,Cd,adult,EPA,1.79,2.452054794520548e-06,9.783698630136986e-09,3.605962933118452e-10,0.002452054794520548,0.0009783698630136985,3.6059629331184517e-07,1.544794520547945e-05,6.1637301369863e-08,2.2717566478646248e-09,0.003430785253827558,1.551185426349718e-05
S4,Dhaleshwari,Rainy,Cd,child,EPA,1.79,5.721461187214612e-06,1.6020091324200914e-08,2.1034783776524305e-10,0.005721461187214612,0.0016020091324200913,2.1034783776524304e-07,3.6045205479452055e-05,1.0092657534246575e-07,1.3251913779210312e-09,0.007323680667472468,3.614745724617244e-05
S4,Dhaleshwari,Rainy,Pb,adult,EPA,43.4,5.945205479452055e-05,2.37213698630137e-07,8.742949234488316e-09,0.016514459665144598,0.0004518356164383562,2.483792396161453e-06,5.053424657534247e-07,2.0163164383561644e-09,3.672038678485093e-10,0.016968779073979114,5.077259860596295e-07
S4,Dhaleshwari,Rainy,Pb,child,EPA,43.4,0.00013872146118721463,3.8842009132420095e-07,5.100053720118184e-09,0.03853373921867073,0.000739847792998478,1.4488788977608476e-06,1.1791324200913245e-06,3.301570776255708e-09,2.1420225624496373e-10,0.039275035890566974,1.1826481931238251e-06
S4,Dhaleshwari,Rainy,Fe,adult,EPA,23990.0,0.032863013698630136,0.00013112342465753426,4.832796132151491e-06,0.04694716242661448,0.0009365958904109589,6.90399447450213e-06,0.0,0.0,0.0,0.047890662311499944,0.0
S4,Dhaleshwari,Rainy,Fe,child,EPA,23990.0,0.07668036529680365,0.00021470502283105019,2.8191310770883695e-06,0.1095433789954338,0.0015336073059360727,4.027330110126242e-06,0.0,0.0,0.0,0.11108101363148,0.0
S5,Dhaleshwari,Rainy,Cr,adult,EPA,64.5,8.835616438356163e-05,3.5254109589041105e-07,1.299355358581789e-08,0.029452054794520545,0.005875684931506851,0.0004543200554481779,4.4178082191780816e-05,7.050821917808221e-06,5.457292506043514e-07,0.03578205978147557,5.177463336019339e-05
S5,Dhaleshwari,Rainy,Cr,child,EPA,64.5,0.00020616438356164382,5.772602739726026e-07,7.579572925060434e-09,0.0687214611872146,0.009621004566210043,0.00026502003234477045,0.00010308219178082191,1.1545205479452052e-05,3.1834206285253823e-07,0.07860748578576941,0.0001149457393231265
S5,Dhaleshwari,Rainy,Ni,adult,EPA,30.62,4.194520547945206e-05,1.6736136986301373e-07,6.1684125705076555e-09,0.002097260273972603,3.099284627092847e-05,2.994375034227017e-07,3.523397260273973e-05,7.029177534246577e-06,5.1814665592264305e-09,0.0021285525577469542,4.2268331603545535e-05
S5,Dhaleshwari,Rainy,Ni,child,EPA,30.62,9.787214611872148e-05,2.740420091324201e-07,3.5982406661294656e-09,0.004893607305936074,5.0748520209707426e-05,1.74671876996576e-07,8.221260273972604e-05,1.1509764383561646e-05,3.022522159548751e-09,0.0049445304980227775,9.372538964544723e-05
S5,Dhaleshwari,Rainy,Cu,adult,EPA,73.19,0.00010026027397260275,4.0003849315068495e-07,1.4744157937147462e-08,0.0025065068493150687,3.333654109589041e-05,3.6860394842868653e-07,0.0,0.0,0.0,0.002540211994359388,0.0
S5,Dhaleshwari,Rainy,Cu,child,EPA,73.19,0.0002339406392694064,6.55033789954338e-07,8.600758796669352e-09,0.00584851598173516,5.4586149162861494e-05,2.150189699167338e-07,0.0,0.0,0.0,0.0059033171498679374,0.0
S5,Dhaleshwari,Rainy,As,adult,EPA,20.96,2.8712328767123282e-05,1.1456219178082193e-07,4.222401289282837e-09,0.09570776255707762,0.000931399933177414,1.4027911260075871e-05,4.306849315068492e-05,4.1929762191780827e-07,6.375825946817084e-08,0.09665319040151511,4.35515490320709e-05
S5,Dhaleshwari,Rainy,As,child,EPA,20.96,6.699543378995433e-05,1.8758721461187212e-07,2.463067418748322e-09,0.22331811263318113,0.0015250993057875782,8.182948235044259e-06,0.0001004931506849315,6.86569205479452e-07,3.7192318023099656e-08,0.22485139488720376,0.00010121691220843405
S5,Dhaleshwari,Rainy,Cd,adult,EPA,1.45,1.9863013698630136e-06,7.925342465753424e-09,2.921031426269138e-10,0.0019863013698630137,0.0007925342465753423,2.921031426269138e-07,1.2513698630136986e-05,4.992965753424657e-08,1.8402497985495569e-09,0.002779127719580983,1.2565468537469782e-05
S5,Dhaleshwari,Rainy,Cd,child,EPA,1.45,4.634703196347032e-06,1.297716894977169e-08,1.703934998656997e-10,0.004634703196347032,0.0012977168949771687,1.703934998656997e-07,2.91986301369863e-05,8.175616438356165e-08,1.0734790491539082e-09,0.005932590484824066,2.9281459780419015e-05
S5,Dhaleshwari,Rainy,Pb,adult,EPA,53.55,7.335616438356163e-05,2.9269109589041094e-07,1.0787671232876712e-08,0.02037671232876712,0.0005575068493150685,3.064679327521793e-06,6.23527397260274e-07,2.4878743150684933e-09,4.5308219178082193e-10,0.02093728385740971,6.264683537671233e-07
S5,Dhaleshwari,Rainy,Pb,child,EPA,53.55,0.0001711643835616438,4.792602739726027e-07,6.292808219178082e-09,0.04754566210045662,0.0009128767123287671,1.787729607721046e-06,1.4548972602739724e-06,4.073712328767123e-09,2.642979452054795e-10,0.0484603265423931,1.4592352705479452e-06
S5,Dhaleshwari,Rainy,Fe,adult,EPA,35130.0,0.04812328767123287,0.0001920119178082192,7.076954069298952e-06,0.06874755381604696,0.001371513698630137,1.0109934384712789e-05,0.0,0.0,0.0,0.0701291774490618,0.0
S5,Dhaleshwari,Rainy,Fe,child,EPA,35130.0,0.1122876712328767,0.00031440547945205474,4.128223207091056e-06,0.16041095890410959,0.0022457534246575336,5.8974617244157944e-06,0.0,0.0,0.0,0.16266260979049152,0.0
S6,Dhaleshwari,Rainy,Cr,adult,EPA,60.35,8.267123287671233e-05,3.298582191780822e-07,1.2157534246575343e-08,0.02755707762557078,0.00549763698630137,0.0004250886100201169,4.133561643835617e-05,6.597164383561643e-06,5.106164383561644e-07,0.033479803221892264,4.8443397260273976e-05
S6,Dhaleshwari,Rainy,Cr,child,EPA,60.35,0.00019289954337899546,5.401187214611872e-07,7.091894977168949e-09,0.06429984779299848,0.009001978691019786,0.00024796835584506814,9.644977168949773e-05,1.0802374429223743e-05,2.9785958904109585e-07,0.07354979483986333,0.00010755000570776258
S6,Dhaleshwari,Rainy,Ni,adult,EPA,11.72,1.6054794520547944e-05,6.405863013698631e-08,2.3609991941982273e-09,0.0008027397260273972,1.1862709284627094e-05,1.1461161136884599e-07,1.3486027397260273e-05,2.6904624657534252e-06,1.983239323126511e-09,0.0008147170469233931,1.6178473102336824e-05
S6,Dhaleshwari,Rainy,Ni,child,EPA,11.72,3.746118721461187e-05,1.0489132420091326e-07,1.3772495299489658e-09,0.0018730593607305935,1.9424319296465416e-05,6.685677329849348e-08,3.146739726027397e-05,4.405435616438357e-06,1.1568896051571311e-09,0.0018925505368003574,3.587398976631748e-05
S6,Dhaleshwari,Rainy,Cu,adult,EPA,98.28,0.00013463013698630137,5.371742465753426e-07,1.9798549556809025e-08,0.0033657534246575344,4.476452054794521e-05,4.949637389202256e-07,0.0,0.0,0.0,0.0034110129089443995,0.0
S6,Dhaleshwari,Rainy,Cu,child,EPA,98.28,0.00031413698630136986,8.795835616438357e-07,1.1549153908138598e-08,0.007853424657534247,7.329863013698631e-05,2.8872884770346496e-07,0.0,0.0,0.0,0.007927012016518938,0.0
S6,Dhaleshwari,Rainy,As,adult,EPA,10.42,1.4273972602739724e-05,5.695315068493151e-08,2.0991136180499595e-09,0.04757990867579908,0.0004630337454059472,6.973799395514816e-06,2.1410958904109585e-05,2.0844853150684933e-07,3.169661563255439e-08,0.04804991622060054,2.165110405124899e-05
S6,Dhaleshwari,Rainy,As,child,EPA,10.42,3.330593607305936e-05,9.325662100456622e-08,1.2244829438624764e-09,0.11101978691019787,0.0007581839106062294,4.0680496473836424e-06,4.995890410958903e-05,3.413192328767124e-07,1.8489692452323392e-08,0.11178203887045148,5.031871303491807e-05
S6,Dhaleshwari,Rainy,Cd,adult,EPA,0.82,1.1232876712328766e-06,4.481917808219178e-09,1.6518936341659949e-10,0.0011232876712328765,0.0004481917808219178,1.6518936341659947e-07,7.076712328767122e-06,2.823608219178082e-08,1.0406929895245768e-09,0.001571644641418211,7.105989103948428e-06
S6,Dhaleshwari,Rainy,Cd,child,EPA,0.82,2.6210045662100453e-06,7.3388127853881286e-09,9.636046199301636e-11,0.002621004566210045,0.0007338812785388128,9.636046199301635e-08,1.6512328767123284e-05,4.6234520547945206e-08,6.070709105560031e-10,0.0033549822052108508,1.6559170358581786e-05
S6,Dhaleshwari,Rainy,Pb,adult,EPA,37.88,5.189041095890411e-05,2.0704273972602745e-07,7.630942788074134e-09,0.014414003044140032,0.00039436712328767137,2.167881473884697e-06,4.41068493150685e-07,1.7598632876712334e-09,3.2049959709911363e-10,0.014810538048901587,4.4314885603545534e-07
S6,Dhaleshwari,Rainy,Pb,child,EPA,37.88,0.00012107762557077626,3.390173515981736e-07,4.451383293043245e-09,0.033632673769660074,0.0006457473363774736,1.26459752643274e-06,1.0291598173515984e-06,2.881647488584476e-09,1.869580983078163e-10,0.03427968570356398,1.0322284229384907e-06
S6,Dhaleshwari,Rainy,Fe,adult,EPA,38700.0,0.053013698630136975,0.0002115246575342466,7.796132151490734e-06,0.07573385518590997,0.0015108904109589043,1.1137331644986764e-05,0.0,0.0,0.0,0.07725588292851386,0.0
S6,Dhaleshwari,Rainy,Fe,child,EPA,38700.0,0.12369863013698627,0.00034635616438356164,4.547743755036261e-06,0.17671232876712326,0.002473972602739726,6.496776792908944e-06,0.0,0.0,0.0,0.1791927981466559,0.0
S7,Dhaleshwari,Rainy,Cr,adult,EPA,69.37,9.502739726027398e-05,3.791593150684932e-07,1.397461724415794e-08,0.031675799086757994,0.00631932191780822,0.000488622980564963,4.751369863013699e-05,7.583186301369864e-06,5.869339242546334e-07,0.03848374398513118,5.5683818855761486e-05
S7,Dhaleshwari,Rainy,Cr,child,EPA,69.37,0.00022173059360730595,6.208456621004566e-07,8.151860059092131e-09,0.07391019786910198,0.010347427701674277,0.00028503007199622834,0.00011086529680365297,1.2416913242009133e-05,3.423781224818695e-07,0.0845426556427725,0.00012362458816814396
S7,Dhaleshwari,Rainy,Ni,adult,EPA,14.95,2.047945205479452e-05,8.171301369863013e-08,3.0116841257050765e-09,0.001023972602739726,1.5132039573820395e-05,1.4619825852937265e-07,1.7202739726027396e-05,3.4319465753424658e-06,2.529814665592264e-09,0.0010392508405720755,2.0637216116035457e-05
S7,Dhaleshwari,Rainy,Ni,child,EPA,14.95,4.778538812785388e-05,1.3379908675799085e-07,1.756815739994628e-09,0.002389269406392694,2.4777608658887194e-05,8.528231747546738e-08,4.013972602739726e-05,5.619561643835615e-06,1.4757252215954875e-09,0.0024141322973690567,4.576076339645447e-05
S7,Dhaleshwari,Rainy,Cu,adult,EPA,96.72,0.0001324931506849315,5.286476712328767e-07,1.9484286865431105e-08,0.003312328767123288,4.4053972602739726e-05,4.871071716357776e-07,0.0,0.0,0.0,0.0033568698468976633,0.0
S7,Dhaleshwari,Rainy,Cu,child,EPA,96.72,0.00030915068493150686,8.656219178082193e-07,1.136583400483481e-08,0.007728767123287672,7.21351598173516e-05,2.8414585012087027e-07,0.0,0.0,0.0,0.007801186428955144,0.0
S7,Dhaleshwari,Rainy,As,adult,EPA,19.88,2.7232876712328765e-05,1.086591780821918e-07,4.0048348106365836e-09,0.09077625570776256,0.0008834079518877382,1.3305099038659745e-05,4.084931506849315e-05,3.97692591780822e-07,6.047300564061241e-08,0.09167296875868895,4.1307480665914585e-05
S7,Dhaleshwari,Rainy,As,child,EPA,19.88,6.354337899543378e-05,1.779214611872146e-07,2.336153639538007e-09,0.2118112633181126,0.0014465159446115008,7.761307772551518e-06,9.531506849315066e-05,6.511925479452055e-07,3.52759199570239e-08,0.21326554057049665,9.60015369610529e-05
S7,Dhaleshwari,Rainy,Cd,adult,EPA,0.97,1.3287671232876712e-06,5.3017808219178085e-09,1.9540692989524574e-10,0.001328767123287671,0.0005301780821917808,1.9540692989524575e-07,8.371232876712327e-06,3.3401219178082195e-08,1.2310636583400481e-09,0.0018591406124093472,8.40586515954875e-06
S7,Dhaleshwari,Rainy,Cd,child,EPA,0.97,3.1004566210045662e-06,8.681278538812785e-09,1.1398737577222668e-10,0.003100456621004566,0.0008681278538812784,1.1398737577222667e-07,1.9532876712328767e-05,5.469205479452054e-08,7.181204673650281e-10,0.0039686984622616175,1.9588286887590652e-05
S7,Dhaleshwari,Rainy,Pb,adult,EPA,33.47,4.584931506849314e-05,1.8293876712328765e-07,6.742546333601934e-09,0.012735920852359205,0.0003484547945205479,1.9154961175005494e-06,3.8971917808219174e-07,1.5549795205479452e-09,2.8318694601128126e-10,0.013086291142997255,3.91557344548751e-07
S7,Dhaleshwari,Rainy,Pb,child,EPA,33.47,0.00010698173515981734,2.995488584474886e-07,3.933152027934462e-09,0.029717148655504816,0.0005705692541856926,1.1173727352086538e-06,9.093447488584475e-07,2.546165296803653e-09,1.651923851732474e-10,0.03028883528242572,9.120561065404244e-07
S7,Dhaleshwari,Rainy,Fe,adult,EPA,43480.0,0.059561643835616435,0.00023765095890410958,8.759065269943595e-06,0.0850880626223092,0.0016975068493150682,1.2512950385633708e-05,0.0,0.0,0.0,0.0867980824220099,0.0
