station_id,River,Lat,Long,is_winter,dist_brick,num_brick,dist_ind,num_ind,AE_00,AE_01,AE_02,AE_03,AE_04,AE_05,AE_06,AE_07,AE_08,AE_09,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16,AE_17,AE_18,AE_19,AE_20,AE_21,AE_22,AE_23,AE_24,AE_25,AE_26,AE_27,AE_28,AE_29,AE_30,AE_31,AE_32,AE_33,AE_34,AE_35,AE_36,AE_37,AE_38,AE_39,AE_40,AE_41,AE_42,AE_43,AE_44,AE_45,AE_46,AE_47,AE_48,AE_49,AE_50,AE_51,AE_52,AE_53,AE_54,AE_55,AE_56,AE_57,AE_58,AE_59,AE_60,AE_61,AE_62,AE_63,Cd,Cr,As,Pb,Cu,Ni,Fe,log_Cd,log_Cr,log_As,log_Pb,log_Cu,log_Ni,log_Fe
S1,Dhaleshwari,23.91026,90.229845,0,0.0002,6.0,0.006789622,2.0,0.0384467512495194,-0.2288965782391388,0.0797231833910034,0.0222068435217224,-0.0384467512495194,0.059115724721261,0.0061514801999231,0.0120569011918492,-0.0629911572472126,0.1476970396001538,0.292871972318339,-0.0074432910419069,-0.1929104190695886,-0.0888273740868896,0.0199307958477508,0.0842137639369473,-0.0448442906574394,-0.17279507881584,-0.1358861976163014,-0.0888273740868896,-0.0271280276816609,0.1929104190695886,-0.059115724721261,0.0517339484813533,-0.1537870049980776,0.0222068435217224,0.0246059207996924,-0.0199307958477508,0.0888273740868896,0.1245674740484429,0.0246059207996924,0.1085121107266436,-0.1301653210303729,-0.0842137639369473,0.0177777777777777,0.2364628988850442,-0.1245674740484429,-0.1085121107266436,0.0415840061514801,0.2761399461745483,-0.075355632449058,0.0448442906574394,0.1301653210303729,0.1085121107266436,-0.075355632449058,0.1793771626297577,-0.1034063821607074,0.2679584775086506,-0.1998615916955017,-0.0984236831987697,-0.0088581314878892,0.1663360246059207,-0.186082276047674,-0.075355632449058,0.1537870049980776,-0.1663360246059207,-0.0888273740868896,0.0797231833910034,0.0271280276816609,-0.0297731641676278,0.01039600153787,-0.1663360246059207,0.0629911572472126,0.2364628988850442,2.66,92.69,7.96,50.73,40.34,19.18,26700.0,1.297463147413275,4.539991459963097,2.192770226986839,3.9460378840154235,3.7218305542536223,3.004692014925463,10.192456296870509
S2,Dhaleshwari,23.858227,90.240038,0,2e-05,1.0,0.0,0.0,0.0177777777777777,-0.1929104190695886,0.0517339484813533,0.0517339484813533,-0.0271280276816609,0.1301653210303729,0.0022145328719723,0.0297731641676278,-0.0120569011918492,0.1663360246059207,0.2761399461745483,-0.059115724721261,-0.186082276047674,-0.1085121107266436,0.0553633217993079,0.0842137639369473,-0.1085121107266436,-0.1793771626297577,-0.0935640138408304,-0.0711111111111111,-0.0415840061514801,0.2069357939254133,-0.0482276047673971,0.0842137639369473,-0.1476970396001538,0.0222068435217224,0.0935640138408304,-0.1245674740484429,0.075355632449058,0.0629911572472126,0.0199307958477508,0.1793771626297577,-0.075355632449058,-0.0157477893118031,-0.0177777777777777,0.2519646289888504,-0.0120569011918492,-0.1245674740484429,0.0629911572472126,0.2519646289888504,-0.0517339484813533,0.0384467512495194,0.1190926566705113,0.1085121107266436,-0.0984236831987697,0.1537870049980776,-0.1417301038062283,0.292871972318339,-0.1929104190695886,-0.0448442906574394,-0.0074432910419069,0.1358861976163014,-0.1663360246059207,-0.0629911572472126,0.1358861976163014,-0.1793771626297577,-0.0711111111111111,0.059115724721261,0.0415840061514801,-0.075355632449058,-0.0199307958477508,-0.1663360246059207,0.075355632449058,0.2519646289888504,2.97,88.4,9.88,38.9,41.56,17.21,34970.0,1.3787660946990992,4.493120682179469,2.3869262414277967,3.686376323895818,3.750914845033389,2.9019708937395166,10.462274425587943
S3,Dhaleshwari,23.802571,90.24539,0,0.0002,6.0,0.0021,4.0,0.0030142252979623,-0.1929104190695886,0.0271280276816609,0.0797231833910034,-0.0015378700499807,0.1476970396001538,-0.0199307958477508,0.0711111111111111,-0.0246059207996924,0.2141330257593233,0.2441522491349481,-0.0629911572472126,-0.186082276047674,-0.0842137639369473,0.0888273740868896,0.0797231833910034,-0.0984236831987697,-0.1663360246059207,-0.0669896193771626,-0.0415840061514801,-0.0517339484813533,0.1929104190695886,-0.035432525951557,0.0935640138408304,-0.1190926566705113,0.0297731641676278,0.1245674740484429,-0.1793771626297577,0.0517339484813533,0.0415840061514801,-0.0271280276816609,0.2141330257593233,-0.0517339484813533,-0.0199307958477508,-0.035432525951557,0.2288965782391388,0.0120569011918492,-0.0984236831987697,0.0984236831987697,0.2761399461745483,-0.0271280276816609,0.0482276047673971,0.0984236831987697,0.0797231833910034,-0.1301653210303729,0.1245674740484429,-0.1476970396001538,0.2844444444444444,-0.1998615916955017,-0.0669896193771626,0.035432525951557,0.1537870049980776,-0.1358861976163014,-0.0629911572472126,0.1476970396001538,-0.1358861976163014,-0.0711111111111111,0.0842137639369473,0.0120569011918492,-0.075355632449058,-0.01039600153787,-0.1417301038062283,0.0842137639369473,0.2599000384467512,2.1,66.92,15.48,32.79,49.47,37.52,23970.0,1.1314021114911006,4.218330542003092,2.8021475244813256,3.5201649007261984,3.921379100352171,3.651177586929925,10.08460004537341
S4,Dhaleshwari,23.754298,90.246581,0,0.073025954,2.0,0.027233506,6.0,0.0482276047673971,-0.1417301038062283,0.0842137639369473,0.0553633217993079,-0.0157477893118031,0.1476970396001538,0.0448442906574394,-0.0049826989619377,0.000553633217993,0.1998615916955017,0.2441522491349481,-0.0384467512495194,-0.1793771626297577,-0.1417301038062283,0.0842137639369473,0.1245674740484429,-0.1358861976163014,-0.1929104190695886,-0.1301653210303729,-0.0629911572472126,-0.0797231833910034,0.1998615916955017,-0.0669896193771626,0.0842137639369473,-0.0935640138408304,0.0669896193771626,0.1190926566705113,-0.0842137639369473,0.0482276047673971,0.0448442906574394,0.0088581314878892,0.17279507881584,-0.075355632449058,-0.0049826989619377,-0.01039600153787,0.2761399461745483,-0.0120569011918492,-0.1358861976163014,0.0669896193771626,0.2288965782391388,-0.0246059207996924,0.0842137639369473,0.0711111111111111,0.1137408688965782,-0.0797231833910034,0.1663360246059207,-0.1537870049980776,0.2679584775086506,-0.1929104190695886,-0.0629911572472126,-0.0138408304498269,0.1245674740484429,-0.1085121107266436,-0.075355632449058,0.1663360246059207,-0.1793771626297577,-0.0669896193771626,0.0629911572472126,0.0088581314878892,-0.059115724721261,-0.0138408304498269,-0.16,0.0888273740868896,0.2679584775086506,1.79,55.56,18.77,43.4,69.77,26.08,23990.0,1.0260415958332743,4.0353020215883175,2.9841656371825254,3.7932394694381792,4.259435182087693,3.298795448044074,10.085434038999999
S5,Dhaleshwari,23.702157,90.277077,0,0.074112534,15.0,0.1221633,5.0,0.0074432910419069,-0.0199307958477508,0.1358861976163014,-0.035432525951557,0.0061514801999231,0.17279507881584,-0.0088581314878892,0.035432525951557,-0.1137408688965782,0.2519646289888504,0.1034063821607074,0.0553633217993079,-0.2679584775086506,-0.0015378700499807,0.059115724721261,0.1537870049980776,-0.1998615916955017,0.0415840061514801,-0.1417301038062283,-0.1034063821607074,-0.3368550557477893,0.2441522491349481,-0.0935640138408304,0.0415840061514801,0.0935640138408304,0.2441522491349481,0.0222068435217224,-0.0138408304498269,-0.0711111111111111,0.0482276047673971,0.0711111111111111,0.0842137639369473,-0.1034063821607074,0.0325413302575932,0.1476970396001538,0.1663360246059207,-0.0984236831987697,0.0482276047673971,0.1417301038062283,0.059115724721261,0.0842137639369473,0.1358861976163014,-0.1663360246059207,0.2141330257593233,0.075355632449058,0.1245674740484429,0.0842137639369473,0.0629911572472126,-0.1085121107266436,0.1358861976163014,0.01039600153787,0.1301653210303729,-0.0157477893118031,-0.0553633217993079,0.2599000384467512,-0.1417301038062283,-0.0271280276816609,-0.0177777777777777,-0.1245674740484429,-0.1034063821607074,-0.0415840061514801,-0.0797231833910034,0.0199307958477508,0.0984236831987697,1.45,64.5,20.96,53.55,73.19,30.62,35130.0,0.8960880245566356,4.182050142641207,3.08922261664133,3.9991177122790798,4.306629370201435,3.453789831781326,10.466839210553566
S6,Dhaleshwari,23.657826,90.317763,0,0.059847162,16.0,0.017011564,8.0,0.0246059207996924,-0.0297731641676278,0.1137408688965782,-0.0015378700499807,-0.0199307958477508,0.1476970396001538,-0.0517339484813533,0.0669896193771626,-0.1476970396001538,0.2844444444444444,0.0842137639369473,-0.0049826989619377,-0.2364628988850442,-0.0935640138408304,0.0015378700499807,0.0888273740868896,-0.1929104190695886,-0.0061514801999231,-0.0935640138408304,0.01039600153787,-0.3368550557477893,0.2519646289888504,-0.0842137639369473,0.0669896193771626,0.1085121107266436,0.2844444444444444,0.0177777777777777,-0.0517339484813533,-0.0222068435217224,0.0984236831987697,0.0074432910419069,0.0669896193771626,-0.0797231833910034,0.059115724721261,0.1476970396001538,0.1663360246059207,-0.0415840061514801,-0.0120569011918492,0.1137408688965782,0.0271280276816609,0.0797231833910034,0.1929104190695886,-0.1245674740484429,0.2761399461745483,0.0935640138408304,0.0888273740868896,0.035432525951557,0.0935640138408304,-0.0448442906574394,0.1998615916955017,-0.0415840061514801,0.0888273740868896,0.035432525951557,-0.0271280276816609,0.2441522491349481,-0.1793771626297577,-0.0325413302575932,-0.0669896193771626,-0.1034063821607074,-0.0629911572472126,-0.0888273740868896,-0.0842137639369473,0.0049826989619377,0.0797231833910034,0.82,60.35,10.42,37.88,98.28,11.72,38700.0,0.598836501088704,4.116595171156921,2.435366204227864,3.6604799795922385,4.5979441408963515,2.543175557911976,10.563620718477313
S7,Dhaleshwari,23.628,90.388647,0,0.002,26.0,0.054891434,9.0,0.0199307958477508,-0.1793771626297577,0.0297731641676278,0.059115724721261,-0.0482276047673971,0.1358861976163014,0.01039600153787,0.0415840061514801,-0.0384467512495194,0.2069357939254133,0.2519646289888504,-0.059115724721261,-0.1793771626297577,-0.1034063821607074,0.0711111111111111,0.1137408688965782,-0.0797231833910034,-0.1793771626297577,-0.0984236831987697,-0.0384467512495194,-0.035432525951557,0.1998615916955017,-0.0482276047673971,0.0797231833910034,-0.1358861976163014,0.0384467512495194,0.1085121107266436,-0.1476970396001538,0.0711111111111111,0.0415840061514801,-0.01039600153787,0.2141330257593233,-0.0629911572472126,-0.0199307958477508,-0.0246059207996924,0.2288965782391388,-0.0009842368319876,-0.1245674740484429,0.0842137639369473,0.2519646289888504,-0.0325413302575932,0.059115724721261,0.1190926566705113,0.0888273740868896,-0.1301653210303729,0.1663360246059207,-0.1417301038062283,0.2844444444444444,-0.2141330257593233,-0.0842137639369473,0.0384467512495194,0.16,-0.1301653210303729,-0.075355632449058,0.1358861976163014,-0.1245674740484429,-0.0517339484813533,0.0984236831987697,0.0325413302575932,-0.0448442906574394,0.0009842368319876,-0.16,0.075355632449058,0.2519646289888504,0.97,69.37,19.88,33.47,96.72,14.95,43480.0,0.6780335427498971,4.253767035978457,3.038791763014438,3.540089380528774,4.5821062463895395,2.7694588292308535,10.680079340050709
S8,Turag,23.877666,90.350573,0,0.069148629,31.0,0.011071348,12.0,0.0415840061514801,-0.1663360246059207,0.0711111111111111,0.0482276047673971,-0.0009842368319876,0.1301653210303729,0.0271280276816609,0.0222068435217224,-0.059115724721261,0.17279507881584,0.2519646289888504,-0.0711111111111111,-0.1663360246059207,-0.1190926566705113,0.0415840061514801,0.0482276047673971,-0.0669896193771626,-0.1929104190695886,-0.0842137639369473,-0.059115724721261,-0.0448442906574394,0.186082276047674,-0.0669896193771626,0.1085121107266436,-0.1245674740484429,0.059115724721261,0.0984236831987697,-0.1085121107266436,0.0888273740868896,0.0325413302575932,0.0022145328719723,0.2214532871972318,-0.075355632449058,0.0030142252979623,0.0325413302575932,0.2679584775086506,-0.0199307958477508,-0.1301653210303729,0.0629911572472126,0.2441522491349481,-0.0482276047673971,0.0384467512495194,0.1034063821607074,0.1034063821607074,-0.0984236831987697,0.1537870049980776,-0.16,0.2679584775086506,-0.2364628988850442,-0.0384467512495194,-0.0246059207996924,0.1476970396001538,-0.16,-0.059115724721261,0.1537870049980776,-0.1476970396001538,-0.0517339484813533,0.0842137639369473,0.0199307958477508,-0.0517339484813533,-0.0177777777777777,-0.1301653210303729,0.0669896193771626,0.2844444444444444,2.17,15.7,11.36,98.1,73.87,40.76,45600.0,1.1537315878891892,2.8154087194227095,2.514465452029545,4.596129441335942,4.315753276242594,3.731938943574383,10.727684925086583
S9,Turag,23.826986,90.342201,0,0.071188392,19.0,0.038213203,3.0,0.0271280276816609,-0.1929104190695886,0.075355632449058,0.0448442906574394,0.0138408304498269,0.0842137639369473,0.0022145328719723,-0.0049826989619377,-0.1301653210303729,0.2141330257593233,0.2214532871972318,-0.0415840061514801,-0.2141330257593233,-0.1301653210303729,-0.0482276047673971,0.0297731641676278,-0.1137408688965782,-0.1190926566705113,-0.1476970396001538,-0.0138408304498269,-0.0984236831987697,0.2214532871972318,-0.0935640138408304,0.1137408688965782,-0.0842137639369473,0.1301653210303729,0.0061514801999231,-0.0415840061514801,0.075355632449058,0.0297731641676278,0.0384467512495194,0.0935640138408304,-0.0797231833910034,0.0009842368319876,0.1476970396001538,0.2599000384467512,-0.0888273740868896,-0.1137408688965782,0.0888273740868896,0.17279507881584,-0.0888273740868896,0.0384467512495194,0.0842137639369473,0.17279507881584,-0.0711111111111111,0.1663360246059207,-0.1476970396001538,0.2844444444444444,-0.2141330257593233,0.0448442906574394,-0.075355632449058,0.1537870049980776,-0.0842137639369473,-0.0297731641676278,0.1929104190695886,-0.1358861976163014,-0.059115724721261,0.0553633217993079,-0.0384467512495194,-0.0222068435217224,-0.075355632449058,-0.1663360246059207,0.0415840061514801,0.2761399461745483,3.6,12.74,10.78,170.4,87.2,39.43,47900.0,1.5260563034950494,2.620311286794203,2.4664031782234406,5.1440000061636795,4.4796069630127455,3.6995720836526793,10.776891660007811
S10,Turag,23.792572,90.339601,0,0.027388047,19.0,0.014003668,2.0,0.0482276047673971,-0.2519646289888504,0.059115724721261,0.0271280276816609,-0.0415840061514801,0.0448442906574394,0.0448442906574394,-0.01039600153787,-0.0629911572472126,0.1476970396001538,0.2761399461745483,-0.0415840061514801,-0.1663360246059207,-0.1476970396001538,0.0517339484813533,0.0629911572472126,-0.0297731641676278,-0.17279507881584,-0.0984236831987697,-0.0629911572472126,-0.0088581314878892,0.2069357939254133,-0.0711111111111111,0.059115724721261,-0.1417301038062283,0.035432525951557,0.0711111111111111,-0.059115724721261,0.1085121107266436,0.0669896193771626,0.0088581314878892,0.16,-0.1137408688965782,-0.0325413302575932,0.0415840061514801,0.2599000384467512,-0.0711111111111111,-0.1417301038062283,0.0482276047673971,0.2599000384467512,-0.0517339484813533,0.0325413302575932,0.0984236831987697,0.1301653210303729,-0.0797231833910034,0.1537870049980776,-0.1417301038062283,0.2844444444444444,-0.2288965782391388,-0.0448442906574394,-0.0061514801999231,0.1663360246059207,-0.186082276047674,-0.0669896193771626,0.1537870049980776,-0.1476970396001538,-0.059115724721261,0.0797231833910034,0.0088581314878892,-0.0325413302575932,0.035432525951557,-0.1301653210303729,0.0384467512495194,0.2519646289888504,2.79,11.13,18.9,108.6,80.78,47.01,50395.0,1.332366019094335,2.495681722955959,2.990719731730447,4.696837374513915,4.404032714936497,3.8714093225428488,10.82766708583052
