Station_ID,Lat,Lon,AE_year,AE_00,AE_01,AE_02,AE_03,AE_04,AE_05,AE_06,AE_07,AE_08,AE_09,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16,AE_17,AE_18,AE_19,AE_20,AE_21,AE_22,AE_23,AE_24,AE_25,AE_26,AE_27,AE_28,AE_29,AE_30,AE_31,AE_32,AE_33,AE_34,AE_35,AE_36,AE_37,AE_38,AE_39,AE_40,AE_41,AE_42,AE_43,AE_44,AE_45,AE_46,AE_47,AE_48,AE_49,AE_50,AE_51,AE_52,AE_53,AE_54,AE_55,AE_56,AE_57,AE_58,AE_59,AE_60,AE_61,AE_62,AE_63
BW1,23.744,90.369,2017,0.07535563244905807,-0.22145328719723184,0.17937716262975778,-0.05173394848135333,0.029773164167627833,-0.029773164167627833,-0.09356401384083046,-0.0005536332179930795,-0.21413302575932336,0.186082276047674,0.12456747404844293,0.05536332179930796,-0.2288965782391388,-0.07535563244905807,-0.13016532103037293,0.05911572472126105,0.012056901191849288,0.1085121107266436,-0.09842368319876971,0.08421376393694734,-0.1929104190695886,0.28444444444444444,0.07535563244905807,-0.022206843521722412,0.08421376393694734,0.22145328719723184,0.0271280276816609,0.05536332179930796,-0.06698961937716265,0.13588619761630144,-0.041584006151480196,0.07535563244905807,-0.2069357939254133,-0.07972318339100345,0.16633602460592078,-0.06698961937716265,-0.33685505574778934,-0.022206843521722412,0.15378700499807765,0.029773164167627833,0.06698961937716265,-0.029773164167627833,-0.11909265667051133,0.2069357939254133,0.11909265667051133,0.07972318339100345,0.03254133025759323,0.19986159169550174,0.09842368319876971,0.0271280276816609,0.07972318339100345,0.10340638216070744,-0.01574778931180315,-0.03254133025759323,0.15378700499807765,-0.24415224913494812,0.044844290657439445,-0.11374086889657825,-0.017777777777777778,-0.044844290657439445,-0.029773164167627833,0.01384083044982699,0.0629911572472126,0.012056901191849288
BW10,23.696428571428573,90.44485714285716,2017,0.08882737408688965,-0.186082276047674,0.29287197231833906,-0.10340638216070744,-0.019930795847750864,-0.0015378700499807767,-0.05911572472126105,-0.07535563244905807,-0.186082276047674,0.07535563244905807,0.14173010380622836,0.08421376393694734,-0.2069357939254133,-0.11909265667051133,-0.08421376393694734,0.044844290657439445,0.024605920799692427,0.05173394848135333,-0.0629911572472126,0.05911572472126105,-0.186082276047674,0.3014225297962323,0.06698961937716265,0.029773164167627833,0.03543252595155709,0.17279507881584008,0.007443291041906958,0.0271280276816609,-0.01574778931180315,0.0629911572472126,0.07972318339100345,0.10340638216070744,-0.14173010380622836,-0.0629911572472126,0.14769703960015382,-0.024605920799692427,-0.39369473279507883,0.029773164167627833,0.1085121107266436,0.022206843521722412,0.024605920799692427,0.012056901191849288,-0.14173010380622836,0.21413302575932336,0.16000000000000003,0.10340638216070744,-0.044844290657439445,0.16633602460592078,0.07535563244905807,0.09842368319876971,0.01384083044982699,0.11909265667051133,-0.07972318339100345,-0.022206843521722412,0.12456747404844293,-0.2679584775086506,0.10340638216070744,-0.15378700499807765,-0.04822760476739715,-0.044844290657439445,-0.04822760476739715,-0.024605920799692427,-0.05536332179930796,-0.004982698961937716
BW11,23.691142857142857,90.45328571428573,2017,0.1085121107266436,-0.17279507881584008,0.2364628988850442,-0.07535563244905807,-0.003014225297962322,-0.04822760476739715,-0.029773164167627833,-0.0629911572472126,-0.21413302575932336,0.16000000000000003,0.16000000000000003,0.0629911572472126,-0.19986159169550174,-0.05536332179930796,-0.13588619761630144,0.0629911572472126,0.08421376393694734,0.07535563244905807,-0.05536332179930796,0.019930795847750864,-0.17279507881584008,0.3278123798539023,0.044844290657439445,0.022206843521722412,0.044844290657439445,0.186082276047674,-0.012056901191849288,0.04822760476739715,0.003014225297962322,0.09356401384083046,0.08421376393694734,0.07111111111111111,-0.14769703960015382,-0.05173394848135333,0.16000000000000003,-0.022206843521722412,-0.37425605536332185,0.03844675124951941,0.15378700499807765,-0.01574778931180315,-0.003014225297962322,-0.0271280276816609,-0.12456747404844293,0.19986159169550174,0.13016532103037293,0.08882737408688965,-0.04822760476739715,0.21413302575932336,0.07535563244905807,0.05536332179930796,0.044844290657439445,0.12456747404844293,-0.09356401384083046,-0.017777777777777778,0.16633602460592078,-0.2761399461745483,0.08421376393694734,-0.13016532103037293,0.024605920799692427,-0.05536332179930796,-0.022206843521722412,-0.003014225297962322,-0.022206843521722412,0.008858131487889272
BW12,23.685857142857145,90.46171428571428,2017,0.05173394848135333,-0.15378700499807765,0.3014225297962323,-0.03254133025759323,-0.04822760476739715,0.03543252595155709,-0.09356401384083046,0.003936947327950788,-0.17937716262975778,0.09842368319876971,0.11374086889657825,0.11909265667051133,-0.2519646289888504,-0.05173394848135333,-0.08882737408688965,0.13588619761630144,-0.04822760476739715,0.07535563244905807,-0.03844675124951941,-0.022206843521722412,-0.19986159169550174,0.3278123798539023,0.06698961937716265,0.13588619761630144,0.03543252595155709,0.17937716262975778,0.010396001537870049,-0.05173394848135333,0.004982698961937716,0.13588619761630144,-0.010396001537870049,0.06698961937716265,-0.07972318339100345,-0.006151480199923107,0.1929104190695886,-0.024605920799692427,-0.16633602460592078,0.003014225297962322,0.09356401384083046,-0.08882737408688965,-0.05911572472126105,0.019930795847750864,-0.11909265667051133,0.2069357939254133,0.1085121107266436,0.12456747404844293,-0.05173394848135333,0.19986159169550174,0.08882737408688965,0.1929104190695886,-0.03844675124951941,0.06698961937716265,-0.11909265667051133,-0.05911572472126105,0.17279507881584008,-0.3014225297962323,0.04822760476739715,-0.2069357939254133,-0.0005536332179930795,-0.05536332179930796,-0.07111111111111111,-0.029773164167627833,0.0629911572472126,-0.017777777777777778
BW13,23.68057142857143,90.47014285714285,2017,0.22145328719723184,-0.15378700499807765,0.16633602460592078,-0.041584006151480196,-0.0015378700499807767,0.041584006151480196,0.07535563244905807,-0.1085121107266436,-0.12456747404844293,0.16633602460592078,0.022206843521722412,-0.022206843521722412,-0.28444444444444444,-0.14769703960015382,-0.07535563244905807,-0.029773164167627833,-0.0629911572472126,-0.044844290657439445,-0.11909265667051133,0.14173010380622836,-0.11374086889657825,0.2599000384467512,-0.1085121107266436,0.05911572472126105,0.07535563244905807,0.16633602460592078,0.11374086889657825,-0.06698961937716265,0.10340638216070744,0.04822760476739715,0.14173010380622836,0.03844675124951941,-0.08882737408688965,0.044844290657439445,0.13588619761630144,0.14173010380622836,-0.19986159169550174,-0.07972318339100345,0.15378700499807765,-0.16000000000000003,-0.13588619761630144,0.13588619761630144,-0.10340638216070744,0.2069357939254133,0.09356401384083046,0.06698961937716265,-0.16633602460592078,0.08421376393694734,-0.11374086889657825,0.2069357939254133,-0.07535563244905807,0.03844675124951941,-0.09356401384083046,-0.044844290657439445,0.19986159169550174,-0.21413302575932336,0.07972318339100345,-0.05911572472126105,-0.07535563244905807,0.0629911572472126,-0.003014225297962322,-0.01574778931180315,-0.17279507881584008,0.1085121107266436
BW14,23.675285714285717,90.47857142857144,2017,0.2364628988850442,-0.15378700499807765,0.14173010380622836,-0.11909265667051133,0.0271280276816609,0.006151480199923107,0.07111111111111111,-0.11374086889657825,-0.15378700499807765,0.16000000000000003,0.06698961937716265,-0.022206843521722412,-0.3014225297962323,-0.12456747404844293,-0.10340638216070744,-0.08882737408688965,0.0271280276816609,-0.05173394848135333,-0.06698961937716265,0.09356401384083046,-0.13588619761630144,0.2364628988850442,-0.11374086889657825,-0.008858131487889272,0.11374086889657825,0.2288965782391388,0.04822760476739715,-0.008858131487889272,0.05911572472126105,0.08421376393694734,0.08882737408688965,0.041584006151480196,-0.186082276047674,0.0629911572472126,0.1929104190695886,0.04822760476739715,-0.31009611687812383,-0.017777777777777778,0.17937716262975778,-0.06698961937716265,-0.03844675124951941,0.08421376393694734,-0.1085121107266436,0.21413302575932336,0.1085121107266436,-0.0015378700499807767,-0.09356401384083046,0.07111111111111111,-0.05911572472126105,0.13588619761630144,-0.007443291041906958,0.06698961937716265,-0.08421376393694734,-0.017777777777777778,0.17937716262975778,-0.22145328719723184,0.09356401384083046,-0.07111111111111111,-0.019930795847750864,0.004982698961937716,0.04822760476739715,-0.003936947327950788,-0.19986159169550174,0.14173010380622836
BW15,23.67,90.487,2017,0.08882737408688965,-0.21413302575932336,0.09356401384083046,-0.0271280276816609,-0.041584006151480196,0.13588619761630144,-0.03844675124951941,-0.03844675124951941,-0.14769703960015382,0.2519646289888504,0.186082276047674,-0.012056901191849288,-0.2679584775086506,-0.05173394848135333,-0.024605920799692427,0.15378700499807765,-0.15378700499807765,-0.004982698961937716,-0.15378700499807765,-0.03543252595155709,-0.22145328719723184,0.2288965782391388,-0.10340638216070744,0.0629911572472126,-0.06698961937716265,0.13588619761630144,0.01574778931180315,-0.09842368319876971,0.03543252595155709,0.14173010380622836,0.012056901191849288,0.0015378700499807767,-0.16633602460592078,0.004982698961937716,0.21413302575932336,0.17279507881584008,-0.08421376393694734,-0.1085121107266436,0.1085121107266436,0.186082276047674,-0.07535563244905807,0.09356401384083046,-0.024605920799692427,0.19986159169550174,-0.07111111111111111,0.14173010380622836,-0.07972318339100345,0.1929104190695886,-0.14769703960015382,0.17279507881584008,0.008858131487889272,0.07111111111111111,-0.06698961937716265,-0.13016532103037293,0.17279507881584008,-0.17279507881584008,0.024605920799692427,-0.05911572472126105,-0.019930795847750864,0.008858131487889272,-0.01384083044982699,-0.12456747404844293,0.07111111111111111,0.14173010380622836
BW2,23.738714285714284,90.37742857142857,2017,0.1085121107266436,-0.1929104190695886,0.2761399461745483,-0.000984236831987697,-0.05173394848135333,-0.05173394848135333,-0.08882737408688965,0.07972318339100345,-0.15378700499807765,0.11909265667051133,0.09356401384083046,0.0629911572472126,-0.19986159169550174,-0.13588619761630144,-0.07972318339100345,0.15378700499807765,0.017777777777777778,0.08882737408688965,-0.05911572472126105,0.029773164167627833,-0.12456747404844293,0.34602076124567477,0.05536332179930796,0.0629911572472126,0.05173394848135333,0.16633602460592078,0.08882737408688965,-0.03844675124951941,0.03254133025759323,0.13588619761630144,0.012056901191849288,0.07972318339100345,-0.13016532103037293,-0.019930795847750864,0.16000000000000003,-0.044844290657439445,-0.2069357939254133,0.007443291041906958,0.09356401384083046,-0.11909265667051133,-0.08882737408688965,0.017777777777777778,-0.10340638216070744,0.17279507881584008,0.12456747404844293,0.13588619761630144,-0.09356401384083046,0.31009611687812383,0.08421376393694734,0.16000000000000003,-0.03844675124951941,0.041584006151480196,-0.13016532103037293,-0.01384083044982699,0.17937716262975778,-0.24415224913494812,0.08882737408688965,-0.15378700499807765,0.0271280276816609,0.044844290657439445,-0.041584006151480196,-0.05536332179930796,0.07111111111111111,0.044844290657439445
BW3,23.733428571428572,90.38585714285716,2017,0.12456747404844293,-0.16000000000000003,0.2761399461745483,-0.14769703960015382,-0.041584006151480196,-0.022206843521722412,0.008858131487889272,-0.07535563244905807,-0.17937716262975778,0.17279507881584008,0.10340638216070744,0.08882737408688965,-0.21413302575932336,-0.07972318339100345,-0.05911572472126105,0.03543252595155709,0.05911572472126105,0.09842368319876971,-0.06698961937716265,-0.017777777777777778,-0.12456747404844293,0.31009611687812383,-0.044844290657439445,-0.00024605920799692423,0.05536332179930796,0.16000000000000003,0.019930795847750864,0.041584006151480196,0.022206843521722412,0.1929104190695886,0.024605920799692427,0.07535563244905807,-0.16633602460592078,-0.0271280276816609,0.11374086889657825,-0.022206843521722412,-0.40359861591695495,-0.019930795847750864,0.16000000000000003,-0.0015378700499807767,0.0271280276816609,0.0629911572472126,-0.186082276047674,0.10340638216070744,0.06698961937716265,0.08421376393694734,0.017777777777777778,0.186082276047674,0.07111111111111111,0.017777777777777778,0.09356401384083046,0.09842368319876971,-0.13016532103037293,-0.09842368319876971,0.15378700499807765,-0.2761399461745483,0.07972318339100345,-0.13588619761630144,0.03844675124951941,-0.044844290657439445,-0.03844675124951941,-0.03254133025759323,0.012056901191849288,0.003014225297962322
BW4,23.728142857142856,90.39428571428572,2017,0.17937716262975778,-0.17937716262975778,0.12456747404844293,-0.05911572472126105,0.017777777777777778,-0.008858131487889272,0.01574778931180315,-0.019930795847750864,-0.17279507881584008,0.186082276047674,0.06698961937716265,-0.041584006151480196,-0.34602076124567477,-0.09842368319876971,-0.12456747404844293,-0.03254133025759323,0.006151480199923107,0.044844290657439445,-0.08421376393694734,0.13016532103037293,-0.13016532103037293,0.3014225297962323,-0.03543252595155709,-0.04822760476739715,0.1085121107266436,0.2519646289888504,0.06698961937716265,-0.0271280276816609,0.019930795847750864,0.12456747404844293,0.03844675124951941,0.0005536332179930795,-0.14769703960015382,0.0271280276816609,0.19986159169550174,-0.0271280276816609,-0.2679584775086506,-0.022206843521722412,0.186082276047674,-0.12456747404844293,-0.01384083044982699,0.022206843521722412,-0.13588619761630144,0.2364628988850442,0.07972318339100345,0.012056901191849288,-0.04822760476739715,0.16633602460592078,-0.01574778931180315,0.16000000000000003,0.022206843521722412,0.05173394848135333,-0.07111111111111111,0.008858131487889272,0.24415224913494812,-0.1929104190695886,0.03254133025759323,-0.05173394848135333,-0.006151480199923107,-0.010396001537870049,0.029773164167627833,-0.03844675124951941,-0.07111111111111111,0.14769703960015382
