Paper_ID,First_Author,Year,River,Station_ID,Station_Name,Lat,Lon,Geocode_Tier,hydro_dist_brick,num_brick_field,hydro_dist_ind,num_industry
1,Bhuiyan,2015,Buriganga,RS14,,23.675285714285717,90.47857142857144,Medium,0.048730489616613144,0,0.015053419044720275,0
1,Bhuiyan,2015,Buriganga,RS15,,23.67,90.487,Medium,0.04979576653139011,0,0.020130021444722344,0
1,Bhuiyan,2015,Buriganga,RS2,,23.738714285714284,90.37742857142857,Medium,0.041659697060064574,0,0.03744374630754136,0
1,Bhuiyan,2015,Buriganga,RS3,,23.733428571428572,90.38585714285716,Medium,0.05108605858891729,0,0.04656483092007289,0
1,Bhuiyan,2015,Buriganga,RS4,,23.728142857142856,90.39428571428572,Medium,0.05048298319880067,0,0.04454620143311057,0
1,Bhuiyan,2015,Buriganga,RS5,,23.722857142857144,90.40271428571428,Medium,0.04753433176941961,0,0.03542434480249602,0
1,Bhuiyan,2015,Buriganga,RS6,,23.71757142857143,90.41114285714283,Medium,0.04656665099137366,0,0.026895418400297133,0
1,Bhuiyan,2015,Buriganga,RS7,,23.712285714285716,90.41957142857144,Medium,0.04770065467073245,0,0.019743404996066014,0
1,Bhuiyan,2015,Buriganga,RS8,,23.707,90.428,Medium,0.05079577847764791,0,0.014508287138266459,0
1,Bhuiyan,2015,Buriganga,RS9,,23.701714285714285,90.43642857142856,Medium,0.05552502994108503,0,0.013298408700362821,0
2,Hossain,2021,Buriganga,BS1,,23.7333,90.3333,Medium,0.014013895566121202,0,0.011417137129728203,0
2,Hossain,2021,Buriganga,BS2,,23.7208,90.35415,Medium,0.03147906224276695,0,0.025746825603347227,0
2,Hossain,2021,Buriganga,BS3,,23.7083,90.375,Medium,0.03194450585878707,0,0.04875850733009723,0
2,Hossain,2021,Buriganga,BS4,,23.6958,90.39585,Medium,0.020020015510743085,0,0.03112124183151493,0
2,Hossain,2021,Buriganga,BS5,,23.6833,90.4167,Medium,0.031033781392853253,0,0.01369003965906365,0
2,Hossain,2021,Turag,TS1,,23.890507207207207,90.4093104947062,Medium,0.06261271442633581,0,0.011710312694852208,0
2,Hossain,2021,Turag,TS2,,23.886903603603603,90.4130052473531,Medium,0.0664757690984459,0,0.016653648757275215,0
2,Hossain,2021,Turag,TS3,,23.8833,90.4167,Medium,0.07050516334804971,0,0.017010747139511624,0
2,Hossain,2021,Turag,TS4,,23.87969639639639,90.42039475264691,Medium,0.0746739750672751,0,0.017753519635985406,0
2,Hossain,2021,Turag,TS5,,23.87609279279279,90.42408950529382,Medium,0.07896012511431443,0,0.019856578577224684,0
3,Islam,2021,Dhaleshwari,D-1,Savar Tannery,23.7787,90.237,High,0.016289722885019616,0,0.0059446548444231995,2
3,Islam,2021,Dhaleshwari,D-2,Sudkhira,23.756,90.244,High,0.02607567334461416,0,0.004926575171551688,1
3,Islam,2021,Dhaleshwari,D-3,Dhalla,23.73,90.27,High,0.04048115733574059,0,0.02460547973125838,0
3,Islam,2021,Dhaleshwari,D-4,AKS dying,23.76,90.25,High,0.019819020423014918,0,0.003970041343244218,1
3,Islam,2021,Dhaleshwari,D-5,Nama Bazar,23.714,90.29,High,0.031214539966116974,0,0.014074247087045457,0
4,Jolly,2023,Shitalakshya,Mean_S1_S10,,23.7218,90.5006,Exact,0.056284546697116127,0,0.0037347658071692795,2
6,Akter,2025,Balu,St-1,Chanpara Bridge,23.833,90.505,High,0.04643257243414183,0,0.019567676937188437,0
6,Akter,2025,Balu,St-2,Chanpara Bondor,23.829,90.507,High,0.04647147365497468,0,0.021507501964863403,0
6,Akter,2025,Balu,St-3,Dakkhin Para,23.8245,90.5095,High,0.04682419190897922,0,0.02473721038855352,0
6,Akter,2025,Balu,St-4,Paschim Gao,23.82,90.5125,High,0.04736395801544071,0,0.027852636030529596,0
6,Akter,2025,Balu,St-5,Kheodhala,23.815,90.515,High,0.04920987827566823,0,0.02461246358053339,0
7,Mohanta,2019,Dhaleshwari,Spot 1,,23.7813,90.22975507114458,Exact,0.016853963112601553,0,0.013434479327876102,0
7,Mohanta,2019,Dhaleshwari,Spot 2,,23.7813,90.23467753557227,Exact,0.018545330218561362,0,0.009313856205921555,2
7,Mohanta,2019,Dhaleshwari,Spot 3,,23.7813,90.2396,Exact,0.013630786740950408,0,0.004721748651878567,2
7,Mohanta,2019,Dhaleshwari,Spot 4,,23.7813,90.2445224644277,Exact,0.008725178137073849,1,0.002510620505532063,2
7,Mohanta,2019,Dhaleshwari,Spot 5,,23.7813,90.2494449288554,Exact,0.0038626974971218814,1,0.006226783471264016,1
