Paper_ID,First_Author,Year,River,Station_ID,Station_Name,Lat,Lon,Geocode_Tier,hydro_dist_brick,num_brick_field,hydro_dist_ind,num_industry
1,Bhuiyan,2015,Buriganga,BW1,,23.744,90.369,Medium,0.032545883300326484,0,0.028874625194934413,0
1,Bhuiyan,2015,Buriganga,BW10,,23.696428571428573,90.44485714285716,Medium,0.060028595463985576,0,0.015672415369531765,0
1,Bhuiyan,2015,Buriganga,BW11,,23.691142857142857,90.45328571428573,Medium,0.05476587061384545,0,0.009864842054368092,0
1,Bhuiyan,2015,Buriganga,BW12,,23.685857142857145,90.46171428571428,Medium,0.05092276581725928,0,0.012002779607224658,0
1,Bhuiyan,2015,Buriganga,BW13,,23.68057142857143,90.47014285714285,Medium,0.048835589036475065,0,0.015682865496440556,0
1,Bhuiyan,2015,Buriganga,BW14,,23.675285714285717,90.47857142857144,Medium,0.048730489616613144,0,0.015053419044720275,0
1,Bhuiyan,2015,Buriganga,BW15,,23.67,90.487,Medium,0.04979576653139011,0,0.020130021444722344,0
1,Bhuiyan,2015,Buriganga,BW2,,23.738714285714284,90.37742857142857,Medium,0.041659697060064574,0,0.03744374630754136,0
1,Bhuiyan,2015,Buriganga,BW3,,23.733428571428572,90.38585714285716,Medium,0.05108605858891729,0,0.04656483092007289,0
1,Bhuiyan,2015,Buriganga,BW4,,23.728142857142856,90.39428571428572,Medium,0.05048298319880067,0,0.04454620143311057,0
1,Bhuiyan,2015,Buriganga,BW5,,23.722857142857144,90.40271428571428,Medium,0.04753433176941961,0,0.03542434480249602,0
1,Bhuiyan,2015,Buriganga,BW6,,23.71757142857143,90.41114285714283,Medium,0.04656665099137366,0,0.026895418400297133,0
1,Bhuiyan,2015,Buriganga,BW7,,23.712285714285716,90.41957142857144,Medium,0.04770065467073245,0,0.019743404996066014,0
1,Bhuiyan,2015,Buriganga,BW8,,23.707,90.428,Medium,0.05079577847764791,0,0.014508287138266459,0
1,Bhuiyan,2015,Buriganga,BW9,,23.701714285714285,90.43642857142856,Medium,0.05552502994108503,0,0.013298408700362821,0
1,Bhuiyan,2015,Buriganga,RS1,,23.744,90.369,Medium,0.032545883300326484,0,0.028874625194934413,0
1,Bhuiyan,2015,Buriganga,RS10,,23.696428571428573,90.44485714285716,Medium,0.060028595463985576,0,0.015672415369531765,0
1,Bhuiyan,2015,Buriganga,RS11,,23.691142857142857,90.45328571428573,Medium,0.05476587061384545,0,0.009864842054368092,0
1,Bhuiyan,2015,Buriganga,RS12,,23.685857142857145,90.46171428571428,Medium,0.05092276581725928,0,0.012002779607224658,0
1,Bhuiyan,2015,Buriganga,RS13,,23.68057142857143,90.47014285714285,Medium,0.048835589036475065,0,0.015682865496440556,0
