Paper_ID,First_Author,Year,River,Station_ID,Station_Name,Lat,Lon,Season,Season_Norm,Matrix,Unit_Norm,Background_standard,Analytical_method,Access_status,WHO_exceedance,GNN_usability,Metal,Concentration,Igeo_orig,EF_orig,CF_orig
1,Bhuiyan,2015,Buriganga,RS2,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,8.01,4.15,89.59,26.7
1,Bhuiyan,2015,Buriganga,RS2,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,50.12,0.74,8.41,2.51
1,Bhuiyan,2015,Buriganga,RS2,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,368.0,-1.79,,
1,Bhuiyan,2015,Buriganga,RS2,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,14067.0,,,
1,Bhuiyan,2015,Buriganga,RS3,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1178.0,3.13,53.81,13.09
1,Bhuiyan,2015,Buriganga,RS3,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,49.51,-1.04,2.99,0.73
1,Bhuiyan,2015,Buriganga,RS3,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,83.8,0.31,7.66,1.86
1,Bhuiyan,2015,Buriganga,RS3,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,17.9,-0.12,5.66,1.38
1,Bhuiyan,2015,Buriganga,RS3,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,4.68,3.38,64.14,15.6
1,Bhuiyan,2015,Buriganga,RS3,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,64.33,1.1,13.22,3.22
1,Bhuiyan,2015,Buriganga,RS3,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,587.0,-1.12,,
1,Bhuiyan,2015,Buriganga,RS3,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,11480.0,,,
1,Bhuiyan,2015,Buriganga,RS4,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1279.0,3.24,54.62,14.21
1,Bhuiyan,2015,Buriganga,RS4,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,50.55,-1.01,2.86,0.74
1,Bhuiyan,2015,Buriganga,RS4,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,75.5,0.16,6.45,1.68
1,Bhuiyan,2015,Buriganga,RS4,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,18.2,-0.1,5.38,1.4
1,Bhuiyan,2015,Buriganga,RS4,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,7.8,4.12,99.93,26.0
1,Bhuiyan,2015,Buriganga,RS4,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,67.53,1.17,12.98,3.38
1,Bhuiyan,2015,Buriganga,RS4,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,618.0,-1.04,,
1,Bhuiyan,2015,Buriganga,RS4,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,12280.0,,,
1,Bhuiyan,2015,Buriganga,RS5,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1565.0,3.54,59.55,17.39
1,Bhuiyan,2015,Buriganga,RS5,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,53.41,-0.93,2.69,0.79
1,Bhuiyan,2015,Buriganga,RS5,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,85.2,0.34,6.48,1.89
1,Bhuiyan,2015,Buriganga,RS5,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,20.5,0.07,5.4,1.58
1,Bhuiyan,2015,Buriganga,RS5,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,9.58,4.41,109.36,31.93
1,Bhuiyan,2015,Buriganga,RS5,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,65.5,1.13,11.22,3.28
1,Bhuiyan,2015,Buriganga,RS5,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,639.0,-1.0,,
1,Bhuiyan,2015,Buriganga,RS5,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,13782.0,,,
1,Bhuiyan,2015,Buriganga,RS6,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1620.0,3.58,61.34,18.0
1,Bhuiyan,2015,Buriganga,RS6,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,49.21,-1.05,2.47,0.72
1,Bhuiyan,2015,Buriganga,RS6,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,71.5,0.08,5.41,1.59
1,Bhuiyan,2015,Buriganga,RS6,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,25.5,0.39,6.68,1.96
1,Bhuiyan,2015,Buriganga,RS6,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,8.8,4.29,99.97,29.33
1,Bhuiyan,2015,Buriganga,RS6,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,68.8,1.2,11.72,3.44
1,Bhuiyan,2015,Buriganga,RS6,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,590.0,-1.11,,
1,Bhuiyan,2015,Buriganga,RS6,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,13850.0,,,
1,Bhuiyan,2015,Buriganga,RS7,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1582.0,3.55,57.52,17.58
1,Bhuiyan,2015,Buriganga,RS7,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,59.11,-0.79,2.84,0.87
1,Bhuiyan,2015,Buriganga,RS7,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,72.6,0.11,5.28,1.61
1,Bhuiyan,2015,Buriganga,RS7,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,26.4,0.44,6.65,2.03
1,Bhuiyan,2015,Buriganga,RS7,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,10.6,4.56,115.63,35.33
1,Bhuiyan,2015,Buriganga,RS7,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,75.33,1.33,12.33,3.77
1,Bhuiyan,2015,Buriganga,RS7,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,651.0,-0.97,,
1,Bhuiyan,2015,Buriganga,RS7,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,14423.0,,,
1,Bhuiyan,2015,Buriganga,RS8,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1465.0,3.44,49.78,16.28
1,Bhuiyan,2015,Buriganga,RS8,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,58.51,-0.8,2.63,0.86
1,Bhuiyan,2015,Buriganga,RS8,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,65.8,-0.04,4.47,1.46
1,Bhuiyan,2015,Buriganga,RS8,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,22.5,0.21,5.29,1.73
1,Bhuiyan,2015,Buriganga,RS8,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,11.28,4.65,114.98,37.6
1,Bhuiyan,2015,Buriganga,RS8,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,76.5,1.35,11.7,3.83
1,Bhuiyan,2015,Buriganga,RS8,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,692.0,-0.88,,
1,Bhuiyan,2015,Buriganga,RS8,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,15435.0,,,
1,Bhuiyan,2015,Buriganga,RS9,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1884.0,3.8,68.44,20.93
1,Bhuiyan,2015,Buriganga,RS9,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,55.41,-0.88,2.66,0.81
1,Bhuiyan,2015,Buriganga,RS9,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,68.5,0.02,4.98,1.52
1,Bhuiyan,2015,Buriganga,RS9,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,24.4,0.32,6.14,1.88
1,Bhuiyan,2015,Buriganga,RS9,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,9.18,4.35,100.04,30.6
1,Bhuiyan,2015,Buriganga,RS9,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,78.56,1.39,12.84,3.93
1,Bhuiyan,2015,Buriganga,RS9,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,593.0,-1.1,,
1,Bhuiyan,2015,Buriganga,RS9,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,14437.0,,,
1,Bhuiyan,2015,Buriganga,RS10,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1715.0,3.67,66.84,19.06
1,Bhuiyan,2015,Buriganga,RS10,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,56.5,-0.85,2.91,0.83
1,Bhuiyan,2015,Buriganga,RS10,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,55.5,-0.28,4.33,1.23
1,Bhuiyan,2015,Buriganga,RS10,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,21.1,0.11,5.69,1.62
1,Bhuiyan,2015,Buriganga,RS10,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,8.78,4.29,102.66,29.27
1,Bhuiyan,2015,Buriganga,RS10,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,80.2,1.42,14.07,4.01
1,Bhuiyan,2015,Buriganga,RS10,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,614.0,-1.05,,
1,Bhuiyan,2015,Buriganga,RS10,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,13456.0,,,
1,Bhuiyan,2015,Buriganga,RS11,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1456.0,3.43,61.19,16.18
1,Bhuiyan,2015,Buriganga,RS11,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,53.4,-0.93,2.97,0.79
1,Bhuiyan,2015,Buriganga,RS11,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,78.2,0.21,6.57,1.74
1,Bhuiyan,2015,Buriganga,RS11,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,20.8,0.09,6.05,1.6
1,Bhuiyan,2015,Buriganga,RS11,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,6.6,3.87,83.21,22.0
1,Bhuiyan,2015,Buriganga,RS11,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,79.3,1.4,15.0,3.97
1,Bhuiyan,2015,Buriganga,RS11,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,555.0,-1.2,,
1,Bhuiyan,2015,Buriganga,RS11,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,12480.0,,,
1,Bhuiyan,2015,Buriganga,RS12,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1313.0,3.28,59.41,14.59
1,Bhuiyan,2015,Buriganga,RS12,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,49.11,-1.05,2.94,0.72
1,Bhuiyan,2015,Buriganga,RS12,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,57.8,-0.22,5.23,1.28
1,Bhuiyan,2015,Buriganga,RS12,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,19.9,0.03,6.23,1.53
1,Bhuiyan,2015,Buriganga,RS12,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,5.5,3.61,74.66,18.33
1,Bhuiyan,2015,Buriganga,RS12,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,74.4,1.31,15.15,3.72
1,Bhuiyan,2015,Buriganga,RS12,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,560.0,-1.19,,
1,Bhuiyan,2015,Buriganga,RS12,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,11590.0,,,
1,Bhuiyan,2015,Buriganga,RS13,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1110.0,3.04,55.71,12.33
1,Bhuiyan,2015,Buriganga,RS13,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,47.61,-1.1,3.16,0.7
1,Bhuiyan,2015,Buriganga,RS13,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,56.5,-0.26,5.67,1.26
1,Bhuiyan,2015,Buriganga,RS13,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,17.5,-0.16,6.08,1.35
1,Bhuiyan,2015,Buriganga,RS13,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,4.6,3.35,69.26,15.33
1,Bhuiyan,2015,Buriganga,RS13,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,70.5,1.23,15.92,3.53
1,Bhuiyan,2015,Buriganga,RS13,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,507.0,-1.33,,
1,Bhuiyan,2015,Buriganga,RS13,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,10450.0,,,
1,Bhuiyan,2015,Buriganga,RS14,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1019.0,2.92,41.48,11.32
1,Bhuiyan,2015,Buriganga,RS14,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,46.5,-1.13,2.5,0.68
1,Bhuiyan,2015,Buriganga,RS14,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,45.2,-0.58,3.68,1.0
1,Bhuiyan,2015,Buriganga,RS14,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,15.5,-0.33,4.37,1.19
1,Bhuiyan,2015,Buriganga,RS14,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,4.2,3.22,51.28,14.0
1,Bhuiyan,2015,Buriganga,RS14,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,64.5,1.1,11.81,3.23
1,Bhuiyan,2015,Buriganga,RS14,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,498.0,-1.36,,
1,Bhuiyan,2015,Buriganga,RS14,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,12885.0,,,
1,Bhuiyan,2015,Buriganga,RS15,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cr,1020.0,2.92,56.43,11.33
1,Bhuiyan,2015,Buriganga,RS15,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Ni,42.25,-1.27,3.09,0.62
1,Bhuiyan,2015,Buriganga,RS15,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cu,55.5,-0.28,6.14,1.23
1,Bhuiyan,2015,Buriganga,RS15,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,As,13.5,-0.53,5.17,1.04
1,Bhuiyan,2015,Buriganga,RS15,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Cd,4.5,3.32,74.68,15.0
1,Bhuiyan,2015,Buriganga,RS15,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Pb,54.5,0.86,13.57,2.73
1,Bhuiyan,2015,Buriganga,RS15,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Mn,398.0,-1.68,,
1,Bhuiyan,2015,Buriganga,RS15,,,,Dry,Winter,Sediment,mg/kg,Cabrera et al. 1999,EDXRF,Accessed,True,2,Fe,9480.0,,,
2,Hossain,2021,Buriganga,BS1,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Cr,158.37,,,1.76
2,Hossain,2021,Buriganga,BS1,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Ni,39.4,,,0.58
2,Hossain,2021,Buriganga,BS1,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Cu,41.45,,,0.92
2,Hossain,2021,Buriganga,BS1,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,As,,,,
2,Hossain,2021,Buriganga,BS1,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Cd,,,,
2,Hossain,2021,Buriganga,BS1,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Pb,18.23,,,0.91
2,Hossain,2021,Buriganga,BS1,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Mn,,,,
2,Hossain,2021,Buriganga,BS1,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Fe,5609.03,,,
2,Hossain,2021,Buriganga,BS2,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Cr,144.47,,,1.61
2,Hossain,2021,Buriganga,BS2,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Ni,39.71,,,0.58
2,Hossain,2021,Buriganga,BS2,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Cu,38.49,,,0.86
2,Hossain,2021,Buriganga,BS2,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,As,,,,
2,Hossain,2021,Buriganga,BS2,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Cd,,,,
2,Hossain,2021,Buriganga,BS2,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Pb,18.93,,,0.95
2,Hossain,2021,Buriganga,BS2,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Mn,,,,
2,Hossain,2021,Buriganga,BS2,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Fe,5221.21,,,
2,Hossain,2021,Buriganga,BS3,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Cr,131.13,,,1.46
2,Hossain,2021,Buriganga,BS3,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Ni,34.71,,,0.51
2,Hossain,2021,Buriganga,BS3,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Cu,32.58,,,0.72
2,Hossain,2021,Buriganga,BS3,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,As,,,,
2,Hossain,2021,Buriganga,BS3,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Cd,,,,
2,Hossain,2021,Buriganga,BS3,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Pb,21.03,,,1.05
2,Hossain,2021,Buriganga,BS3,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Mn,,,,
2,Hossain,2021,Buriganga,BS3,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Fe,4318.18,,,
2,Hossain,2021,Buriganga,BS4,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Cr,81.01,,,0.9
2,Hossain,2021,Buriganga,BS4,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Ni,30.48,,,0.45
2,Hossain,2021,Buriganga,BS4,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Cu,28.5,,,0.63
2,Hossain,2021,Buriganga,BS4,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,As,,,,
2,Hossain,2021,Buriganga,BS4,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Cd,,,,
2,Hossain,2021,Buriganga,BS4,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Pb,15.23,,,0.76
2,Hossain,2021,Buriganga,BS4,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Mn,,,,
2,Hossain,2021,Buriganga,BS4,,,,Winter,Winter,Sediment,mg/kg,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2,Fe,4197.61,,,
