Paper_ID,First_Author,Year,River,Station_ID,Station_Name,Lat,Lon,Season,Matrix,Cr_conc,Ni_conc,Cu_conc,As_conc,Cd_conc,Pb_conc,Mn_conc,Fe_conc,Unit,pH,DO,EC,TDS,TOC_OM,Igeo_Cr,Igeo_Ni,Igeo_Cu,Igeo_As,Igeo_Cd,Igeo_Pb,Igeo_Mn,Igeo_Fe,EF_Cr,EF_Ni,EF_Cu,EF_As,EF_Cd,EF_Pb,CF_Cr,CF_Ni,CF_Cu,CF_As,CF_Cd,CF_Pb,PLI,Background_standard,Analytical_method,Access_status,WHO_exceedance,GNN_usability
1,Bhuiyan,2015,Buriganga,BW11,NaN,NaN,NaN,Dry,Water,100,130,200,100,80,160,290,2200,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cabrera et al. 1999,AAS,Accessed,True,2
1,Bhuiyan,2015,Buriganga,BW12,NaN,NaN,NaN,Dry,Water,100,110,210,110,NaN,110,310,200,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cabrera et al. 1999,AAS,Accessed,True,2
1,Bhuiyan,2015,Buriganga,BW13,NaN,NaN,NaN,Dry,Water,90,100,90,90,NaN,120,220,100,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cabrera et al. 1999,AAS,Accessed,True,2
1,Bhuiyan,2015,Buriganga,BW14,NaN,NaN,NaN,Dry,Water,90,90,990,NaN,NaN,NaN,200,500,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cabrera et al. 1999,AAS,Accessed,True,2
1,Bhuiyan,2015,Buriganga,BW15,NaN,NaN,NaN,Dry,Water,80,100,100,NaN,NaN,NaN,150,100,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cabrera et al. 1999,AAS,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS1,NaN,NaN,NaN,Dry,Sediment,1535,35.21,39.00,11.82,5.25,55.43,494,12045,mg/kg,NaN,NaN,NaN,NaN,NaN,3.51,-1.53,-0.79,-0.72,3.54,0.89,-1.37,NaN,66.83,2.03,3.40,3.56,68.58,10.86,17.06,0.52,0.87,0.91,17.50,2.77,1.52,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS2,NaN,NaN,NaN,Dry,Sediment,1256,42.11,17.30,13.21,8.01,50.12,368,14067,mg/kg,NaN,NaN,NaN,NaN,NaN,3.22,-1.28,-1.96,-0.56,4.15,0.74,-1.79,NaN,46.83,2.08,1.29,3.41,89.59,8.41,13.96,0.62,0.38,1.02,26.70,2.51,1.44,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS3,NaN,NaN,NaN,Dry,Sediment,1178,49.51,83.80,17.90,4.68,64.33,587,11480,mg/kg,NaN,NaN,NaN,NaN,NaN,3.13,-1.04,0.31,-0.12,3.38,1.10,-1.12,NaN,53.81,2.99,7.66,5.66,64.14,13.22,13.09,0.73,1.86,1.38,15.60,3.22,1.75,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS4,NaN,NaN,NaN,Dry,Sediment,1279,50.55,75.50,18.20,7.80,67.53,618,12280,mg/kg,NaN,NaN,NaN,NaN,NaN,3.24,-1.01,0.16,-0.10,4.12,1.17,-1.04,NaN,54.62,2.86,6.45,5.38,99.93,12.98,14.21,0.74,1.68,1.40,26.00,3.38,1.90,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS5,NaN,NaN,NaN,Dry,Sediment,1565,53.41,85.20,20.50,9.58,65.50,639,13782,mg/kg,NaN,NaN,NaN,NaN,NaN,3.54,-0.93,0.34,0.07,4.41,1.13,-1.00,NaN,59.55,2.69,6.48,5.40,109.36,11.22,17.39,0.79,1.89,1.58,31.93,3.28,2.07,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS6,NaN,NaN,NaN,Dry,Sediment,1620,49.21,71.50,25.50,8.80,68.80,590,13850,mg/kg,NaN,NaN,NaN,NaN,NaN,3.58,-1.05,0.08,0.39,4.29,1.20,-1.11,NaN,61.34,2.47,5.41,6.68,99.97,11.72,18.00,0.72,1.59,1.96,29.33,3.44,2.04,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS7,NaN,NaN,NaN,Dry,Sediment,1582,59.11,72.60,26.40,10.60,75.33,651,14423,mg/kg,NaN,NaN,NaN,NaN,NaN,3.55,-0.79,0.11,0.44,4.56,1.33,-0.97,NaN,57.52,2.84,5.28,6.65,115.63,12.33,17.58,0.87,1.61,2.03,35.33,3.77,2.19,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS8,NaN,NaN,NaN,Dry,Sediment,1465,58.51,65.80,22.50,11.28,76.50,692,15435,mg/kg,NaN,NaN,NaN,NaN,NaN,3.44,-0.80,-0.04,0.21,4.65,1.35,-0.88,NaN,49.78,2.63,4.47,5.29,114.98,11.70,16.28,0.86,1.46,1.73,37.60,3.83,2.15,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS9,NaN,NaN,NaN,Dry,Sediment,1884,55.41,68.50,24.40,9.18,78.56,593,14437,mg/kg,NaN,NaN,NaN,NaN,NaN,3.80,-0.88,0.02,0.32,4.35,1.39,-1.10,NaN,68.44,2.66,4.98,6.14,100.04,12.84,20.93,0.81,1.52,1.88,30.60,3.93,2.12,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS10,NaN,NaN,NaN,Dry,Sediment,1715,56.50,55.50,21.10,8.78,80.20,614,13456,mg/kg,NaN,NaN,NaN,NaN,NaN,3.67,-0.85,-0.28,0.11,4.29,1.42,-1.05,NaN,66.84,2.91,4.33,5.69,102.66,14.07,19.06,0.83,1.23,1.62,29.27,4.01,2.02,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS11,NaN,NaN,NaN,Dry,Sediment,1456,53.40,78.20,20.80,6.60,79.30,555,12480,mg/kg,NaN,NaN,NaN,NaN,NaN,3.43,-0.93,0.21,0.09,3.87,1.40,-1.20,NaN,61.19,2.97,6.57,6.05,83.21,15.00,16.18,0.79,1.74,1.60,22.00,3.97,1.93,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS12,NaN,NaN,NaN,Dry,Sediment,1313,49.11,57.80,19.90,5.50,74.40,560,11590,mg/kg,NaN,NaN,NaN,NaN,NaN,3.28,-1.05,-0.22,0.03,3.61,1.31,-1.19,NaN,59.41,2.94,5.23,6.23,74.66,15.15,14.59,0.72,1.28,1.53,18.33,3.72,1.78,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS13,NaN,NaN,NaN,Dry,Sediment,1110,47.61,56.50,17.50,4.60,70.50,507,10450,mg/kg,NaN,NaN,NaN,NaN,NaN,3.04,-1.10,-0.26,-0.16,3.35,1.23,-1.33,NaN,55.71,3.16,5.67,6.08,69.26,15.92,12.33,0.70,1.26,1.35,15.33,3.53,1.63,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS14,NaN,NaN,NaN,Dry,Sediment,1019,46.50,45.20,15.50,4.20,64.50,498,12885,mg/kg,NaN,NaN,NaN,NaN,NaN,2.92,-1.13,-0.58,-0.33,3.22,1.10,-1.36,NaN,41.48,2.50,3.68,4.37,51.28,11.81,11.32,0.68,1.00,1.19,14.00,3.23,1.45,Cabrera et al. 1999,EDXRF,Accessed,True,2
1,Bhuiyan,2015,Buriganga,RS15,NaN,NaN,NaN,Dry,Sediment,1020,42.25,55.50,13.50,4.50,54.50,398,9480,mg/kg,NaN,NaN,NaN,NaN,NaN,2.92,-1.27,-0.28,-0.53,3.32,0.86,-1.68,NaN,56.43,3.09,6.14,5.17,74.68,13.57,11.33,0.62,1.23,1.04,15.00,2.73,1.34,Cabrera et al. 1999,EDXRF,Accessed,True,2
2,Hossain,2021,Buriganga,BS1,NaN,NaN,NaN,Winter,Water,7550,2530,970,NaN,NaN,430,NaN,20430,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS2,NaN,NaN,NaN,Winter,Water,4930,1700,900,NaN,NaN,280,NaN,14030,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS3,NaN,NaN,NaN,Winter,Water,1180,1410,700,NaN,NaN,330,NaN,12530,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS4,NaN,NaN,NaN,Winter,Water,500,910,610,NaN,NaN,210,NaN,11900,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS5,NaN,NaN,NaN,Winter,Water,70,230,810,NaN,NaN,270,NaN,11170,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS1,NaN,NaN,NaN,Summer,Water,2530,970,580,NaN,NaN,270,NaN,13490,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS2,NaN,NaN,NaN,Summer,Water,2010,1130,810,NaN,NaN,140,NaN,10030,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS3,NaN,NaN,NaN,Summer,Water,980,1010,500,NaN,NaN,180,NaN,10530,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS4,NaN,NaN,NaN,Summer,Water,100,500,470,NaN,NaN,150,NaN,9910,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS5,NaN,NaN,NaN,Summer,Water,10,110,510,NaN,NaN,500,NaN,9110,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Turag,TS1,NaN,NaN,NaN,Winter,Water,1450,2050,1920,NaN,NaN,700,NaN,10160,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Turag,TS2,NaN,NaN,NaN,Winter,Water,1100,1650,1280,NaN,NaN,550,NaN,10120,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Turag,TS3,NaN,NaN,NaN,Winter,Water,650,620,850,NaN,NaN,280,NaN,9250,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Turag,TS4,NaN,NaN,NaN,Winter,Water,150,20,670,NaN,NaN,10,NaN,7250,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,False,2
2,Hossain,2021,Turag,TS5,NaN,NaN,NaN,Winter,Water,100,100,50,NaN,NaN,NaN,NaN,5270,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,False,2
2,Hossain,2021,Turag,TS1,NaN,NaN,NaN,Summer,Water,910,1700,1010,NaN,NaN,500,NaN,7100,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Turag,TS2,NaN,NaN,NaN,Summer,Water,810,1010,1010,NaN,NaN,410,NaN,5560,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Turag,TS3,NaN,NaN,NaN,Summer,Water,380,400,550,NaN,NaN,100,NaN,7200,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Turag,TS4,NaN,NaN,NaN,Summer,Water,50,NaN,150,NaN,NaN,10,NaN,5040,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,False,2
2,Hossain,2021,Turag,TS5,NaN,NaN,NaN,Summer,Water,10,NaN,20,NaN,NaN,NaN,NaN,3010,µg/L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,False,2
2,Hossain,2021,Buriganga,BS1,NaN,NaN,NaN,Winter,Sediment,158.37,39.40,41.45,NaN,NaN,18.23,NaN,5609.03,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.76,0.58,0.92,NaN,NaN,0.91,0.56,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS2,NaN,NaN,NaN,Winter,Sediment,144.47,39.71,38.49,NaN,NaN,18.93,NaN,5221.21,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.61,0.58,0.86,NaN,NaN,0.95,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS3,NaN,NaN,NaN,Winter,Sediment,131.13,34.71,32.58,NaN,NaN,21.03,NaN,4318.18,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.46,0.51,0.72,NaN,NaN,1.05,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS4,NaN,NaN,NaN,Winter,Sediment,81.01,30.48,28.50,NaN,NaN,15.23,NaN,4197.61,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.90,0.45,0.63,NaN,NaN,0.76,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS5,NaN,NaN,NaN,Winter,Sediment,43.04,26.01,17.70,NaN,NaN,18.24,NaN,4101.23,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.48,0.38,0.39,NaN,NaN,0.91,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS1,NaN,NaN,NaN,Summer,Sediment,140.53,35.40,40.40,NaN,NaN,15.23,NaN,5421.21,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.56,0.52,0.90,NaN,NaN,0.76,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS2,NaN,NaN,NaN,Summer,Sediment,127.08,35.01,35.29,NaN,NaN,16.86,NaN,5321.56,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.41,0.51,0.78,NaN,NaN,0.84,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS3,NaN,NaN,NaN,Summer,Sediment,115.50,30.29,30.28,NaN,NaN,12.44,NaN,4312.10,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.28,0.45,0.67,NaN,NaN,0.62,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS4,NaN,NaN,NaN,Summer,Sediment,77.11,27.21,24.38,NaN,NaN,14.43,NaN,4028.29,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.86,0.40,0.54,NaN,NaN,0.72,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Buriganga,BS5,NaN,NaN,NaN,Summer,Sediment,38.27,28.01,15.90,NaN,NaN,16.09,NaN,4017.07,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43,0.41,0.35,NaN,NaN,0.80,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Turag,TS1,NaN,NaN,NaN,Winter,Sediment,120.15,95.10,70.18,NaN,NaN,46.25,NaN,4512.45,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.34,1.00,1.56,NaN,NaN,2.31,1.06,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Turag,TS2,NaN,NaN,NaN,Winter,Sediment,108.15,87.15,62.10,NaN,NaN,40.25,NaN,4470.00,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.20,0.92,1.38,NaN,NaN,2.01,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Turag,TS3,NaN,NaN,NaN,Winter,Sediment,70.25,56.01,44.18,NaN,NaN,34.15,NaN,4128.71,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.78,0.59,0.98,NaN,NaN,1.71,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
2,Hossain,2021,Turag,TS4,NaN,NaN,NaN,Winter,Sediment,30.25,27.15,38.12,NaN,NaN,20.18,NaN,4012.10,mg/kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.34,0.29,0.85,NaN,NaN,1.01,NaN,Turekian & Wedepohl 1961,FAAS/GFAAS,Accessed,True,2
